Country_ISO,Control of Corruption: Estimate - WDI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) - WDI",FI_FSI_FSANL - Non-performing loans to total gross loans (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSERA - Return on assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKA - Regulatory capital to assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKRTC - Regulatory Tier 1 capital to risk-weighted assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GC_GOB_TAXD - Proportion of domestic budget funded by domestic taxes (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GR_G14_GDP - Total government revenue (budgetary central government) as a proportion of GDP (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,Government Effectiveness: Estimate - WDI,High-technology exports (% of manufactured exports) - WDI,ICT goods exports (% of total goods exports) - WDI,ICT goods imports (% total goods imports) - WDI,"ICT service exports (% of service exports, BoP) - WDI",IQ_SPI_PIL4 - Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index) - Goal 17 - Reporting Type: G - Units: INDEX - Nature: G - SDG,Labor force with advanced education (% of total working-age population with advanced education) - WDI,Logistics performance index: Ability to track and trace consignments (1=low to 5=high) - WDI,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high) - WDI,Lower secondary school starting age (years) - WDI,Medium and high-tech exports (% manufactured exports) - WDI,Medium and high-tech manufacturing value added (% manufacturing value added) - WDI,Merchandise exports to high-income economies (% of total merchandise exports) - WDI,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports) - WDI,Merchandise imports from high-income economies (% of total merchandise imports) - WDI,"Primary education, duration (years) - WDI",Primary government expenditures as a proportion of original approved budget (%) - WDI,Primary school starting age (years) - WDI,Regulatory Quality: Estimate - WDI,Rule of Law: Estimate - WDI,"Services, value added (% of GDP) - WDI","Services, value added per worker (constant 2015 US$) - WDI",Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100) - WDI,Voice and Accountability: Estimate - WDI
MLT,0.547124087810516,18.4200000762939,3.35528926091019,0.7096151592658448,7.75955914240081,16.0010294932363,70.3772243526217,37.5390293670113,0.930900931358337,33.0708086421311,15.69,6.55,1.53446149440566,68.5916666666667,87.808,2.8,2.7000000000000006,11.0,46.4234787805317,27.8379452696656,85.3832659513947,2.97554414934945,86.0536891295481,6.0,108.0892,5.0,1.3274430036544802,1.01997232437134,77.1218459299856,58182.5718282472,100.0,84.0,46.35,73.1916666666666,70.0,1.10109639167786
MMR,-0.612662672996521,7.42544889320717,9.213918187091245,2.613064643025409,11.751938519110508,23.01165066786626,34.8457961110868,7.9585395007859105,-1.09144246578217,4.51638176248917,0.55,2.89,1.41233157352121,42.9416666666667,66.961,2.2,2.17,10.0,13.5498115403924,73.25053875826,38.2997619558463,55.6098370859927,34.3639536963729,5.0,97.9991,5.0,-0.750430941581726,-1.04367196559906,40.960932093708,3400.50261931442,86.6,67.0666666666667,73.075,42.9416666666667,35.0,-0.900570631027222
MNE,-0.01475777383893738,21.4508209228516,7.35692267453808,0.6582566628387359,8.35095490798902,14.355240058128599,61.325712541361376,29.858260274775247,0.09041163325309767,3.15384813400145,0.5,3.8899999999999997,4.42859739334698,58.716666666666704,79.66,2.58,2.56,11.0,26.1087435332679,14.8582370186147,50.1317188723666,4.01916368454692,54.05445592402659,5.0,105.07570000000001,6.0,0.39195871353149414,0.0027681780047713795,61.45575922936871,16277.820557222,80.0,64.2666666666667,65.71875,62.0666666666667,45.0,0.06197814643383009
MNG,-0.449105560779572,29.282169342041,7.604121581260757,3.533517499391945,14.721794061568906,25.006397492095765,68.1599694276647,33.1917070423458,-0.24641835689544703,4.99382130403029,0.020000000000000004,4.34,3.99375815446733,63.941666666666706,67.325,2.1,2.22,11.0,1.9185691714554,4.27938022186243,6.67508814323261,93.0144529503873,59.5330661101772,5.0,96.53619999999998,6.0,0.008206714875996264,-0.278612732887268,39.7977094219083,10583.4985137472,100.0,80.0,78.36875,68.9416666666667,60.0,0.2439523637294772
MOZ,-0.809045612812042,5.13960466442171,11.1183361707449,3.87325012609868,10.8699174836197,22.6087241609243,73.3449225381632,25.2495201364052,-0.9608696103096013,4.2932104646686,0.4600000000000001,2.74,2.16573758413311,32.0083333333333,77.86823427308161,2.1957076097450288,2.0630901950724687,13.0,8.00982370385832,10.8876387031581,41.1928793462079,4.96879393854273,40.5069595630303,7.0,92.4264,6.0,-0.7966305017471309,-1.06761610507965,39.3943049006571,3192.2088866098197,80.0,57.63333333333329,69.23125,41.125,35.0,-0.4847209453582759
MRT,-0.812440693378448,8.130317673867403,10.578235318222232,2.409393634192279,11.546905663284349,21.122180099243398,64.1116012383056,20.466986535460688,-0.8254539966583248,6.78584858216048,1.0729726335100231,0.69,12.6030232989075,25.0833333333333,76.74594079673093,2.47,2.2,12.0,25.648461925113736,15.316144863557414,53.540958936819294,32.8832768344485,71.0446859871985,6.0,91.0548,6.0,-0.8651969432830812,-0.7074366807937619,43.4303714104838,7373.692903659401,90.0,62.466666666666704,50.54375,26.7333333333333,25.0,-0.868751645088196
MUS,0.18628560006618508,9.29520933632753,6.52130440486035,1.65452729223824,10.3718693463432,17.8679321041469,76.0348345405689,22.6091323463594,0.8948858380317688,2.59795907076769,2.4,6.08,3.27098801765027,66.375,74.77500000000002,3.0,2.7000000000000006,11.0,14.3398825083943,4.51136186597227,68.2673424337898,6.87900166546162,42.0930037449446,6.0,91.6249,5.0,1.04394924640656,0.710271120071411,67.3947692459243,22255.420296936,90.0,86.2,63.93125,61.3416666666667,70.0,0.7376082539558408
MWI,-0.7658578753471369,3.196012882495957,2.8284352702654,3.56401948531509,8.32565548708044,17.0370370053576,67.4044644785369,13.9201940795908,-0.801393151283264,2.14917014000118,0.05,3.37,26.8719723175355,35.425,78.07900124545476,2.67,2.43,12.0,26.3958049639656,3.0150806850429004,52.252537412738306,5.18399545372802,40.2273024255693,6.0,79.95957,6.0,-0.7230607867240911,-0.4053656458854681,53.509369127,3190.16225625459,90.0,61.2333333333333,68.33125,43.7583333333333,15.0,-0.07618484646081919
MYS,0.29985153675079296,21.271389845481547,1.46819096481044,1.4234916591871298,8.49977496131364,14.5949026857523,60.9951246400257,16.0856460991559,1.05388987064362,53.1812872322082,32.99,25.08,7.04103889445772,68.2,70.46,3.1500000000000004,2.8999999999999995,12.0,66.1479142473218,43.5723859695593,61.0607282519611,28.606937780463696,59.04445792172509,6.0,102.3835,6.0,0.5759074091911318,0.5292061567306519,52.9909917677737,19329.6260106897,86.6,84.0333333333333,74.23749999999998,57.4,50.0,-0.0995007604360579
NAM,0.306939095258713,8.76828326104797,3.57917290160729,2.90179799528097,10.554282220997,13.9348888275919,63.939428514507505,35.8736382303592,0.11376495659351277,0.219642433912158,0.24,2.79,2.35080077030524,32.5416666666667,79.006,2.642043605485765,2.549683441830528,14.0,1.91165002267042,4.47690083089191,49.0959182767036,12.317055094555501,20.9375028315631,7.0,117.3497,7.0,-0.0006882852758281423,0.329324185848236,57.84543697663851,14015.5208322189,70.0,63.0666666666667,65.3,34.1916666666667,30.0,0.4660554528236388
NER,-0.592982828617096,1.08332002162933,13.264648356541189,2.621157690903954,12.348661466821731,18.97750390308083,62.38009704284968,19.010168964950804,-0.8277074098587041,8.5620541870854,0.09,2.66,34.5781645595229,37.275,76.46728843465236,2.22,1.77,13.0,9.24887694568781,18.2537311958844,50.0903894245089,0.138979762884745,39.9631890285939,6.0,99.98696191102084,7.0,-0.682929277420044,-0.6052217483520509,36.7622863840327,2908.07171967351,90.0,61.9666666666667,63.4875,38.975,30.0,-0.5993316769599911
NGA,-1.08386242389679,8.14807987213135,11.6745261102871,2.0033272020907096,8.78249580958092,14.8983260649513,54.300665875872724,22.403273665263306,-1.1182035207748402,1.9287782652252,0.0,3.08,4.78582804785682,34.8,76.83675793298534,2.68,1.9699999999999998,12.0,53.6122197031652,33.4362610463041,44.4660753728294,12.183499014742699,59.156181264295,6.0,86.63280000000002,6.0,-0.878198742866516,-0.9176057577133181,52.017050934471,6837.994691756581,76.6,62.400000000000006,54.86875,37.3333333333333,40.0,-0.42507156729698187
NIC,-1.024010181427,7.003695201621633,2.42627992263709,1.9182513458829393,8.96818751362541,10.2380768436695,80.2114092311354,17.6339181062752,-0.812322795391083,0.676886131607261,0.07,2.69,14.9237312995013,27.875,78.07265501377093,2.373662042767456,2.235774912986825,12.0,20.832349357831504,13.238644854149697,64.7390465546044,2.88485012890459,38.4926955943005,6.0,92.7176,6.0,-0.7313568592071531,-1.07846295833588,51.0117529210468,4583.5337807734,90.0,60.03333333333331,49.7125,37.8583333333333,20.0,-1.09991705417633
NLD,1.88914597034454,31.0900001525879,1.9598814957023598,0.6985579076322799,5.8296435338352,18.7948243120995,58.8359705955645,42.9810836616119,1.80973696708679,22.5132061163246,10.18,13.19,9.05431553824828,71.4666666666667,79.439,4.02,3.92,12.0,55.618815405394,50.5114128942281,90.3937769980632,2.94985721679258,70.9603481082844,6.0,99.3355,6.0,2.0136437416076696,1.7444651126861597,70.2823544056509,76989.6124075184,80.0,98.5,71.13125,71.4666666666667,100.0,1.4998135566711397
NOR,2.05031037330627,30.4479349491915,0.746427849824663,1.34547220086039,10.03416224522225,19.616033045647,61.4020956514705,55.50781598403609,1.84514558315277,21.1178200437435,0.9200000000000002,6.67,5.75447018059885,80.6666666666667,83.353,3.94,3.52,13.0,44.8068327600561,30.1152988209392,93.0181754766908,2.83975422951436,82.7442588530811,7.0,99.2594,6.0,1.7841882705688499,1.92207717895508,54.57404711371,104385.686803695,100.0,92.2333333333333,77.9125,80.6666666666667,100.0,1.70934963226318
NPL,-0.689042508602142,2.7626321427305975,1.56237839101568,2.5693738877984296,10.7330560641068,12.1905699427095,68.1552467808114,23.2448037939104,-0.9547402262687681,0.63057636781078,0.24,4.23,13.493095362491102,40.9083333333333,76.01679970575996,2.65,2.29,10.0,15.5008433098354,10.4702544568094,30.2040021774128,3.81444130917237,12.6983957692856,5.0,84.80737999999998,5.0,-0.7757079005241388,-0.491452485322952,51.5904434655837,4739.8862152377,70.0,61.33333333333329,69.6875,48.425000000000004,20.0,-0.1302128136157991
NRU,0.5110307931900019,10.241180692418713,22.534234289644697,1.1448271363752387,12.014904256742579,32.927596027146265,33.2752010805735,119.191514622335,0.27256354689598095,13.65275790044192,0.0,1.3695412166458347,4.922853295935446,23.75130285920265,77.06149991593784,2.6766111111123276,2.5646194750621887,12.0,28.182690897401997,16.977316416447916,84.0921968235729,2.26704641523372,90.1962840283141,6.0,94.71313168356468,6.0,-0.13570167124271412,-0.06304355710744848,67.32918225316537,36370.196718425526,50.0,28.983125383894336,32.56875,27.464964833954507,5.0,0.469613134860992
NZL,2.1354258060455305,27.102170398584104,0.254435738088805,1.5830673986615986,7.141909100744513,13.950572189599407,86.4160885312218,35.8209799410264,1.6287190914154095,9.81175442917481,1.04,7.29,4.2234388367329,64.3666666666667,83.64,3.92,3.71,11.0,16.9446144311144,21.402064638013595,57.833541813147406,34.0307044362699,64.3155301816928,6.0,97.15868583968157,5.0,2.00085973739624,1.8338012695312502,65.5271008636503,66492.0796621271,100.0,91.6333333333333,71.5,64.3666666666667,90.0,1.6052497625351003
OMN,0.21516036987304704,21.275341557314334,15.692308212178206,1.3740485413794084,11.289326445394195,20.366992103855946,45.83048428531668,36.02539606731448,0.12680537998676314,1.25804048128518,0.44,4.85,4.22669839693212,64.225,67.85,2.9699999999999998,2.8700000000000006,10.0,22.990629130301304,44.7386495724452,40.9691576621754,39.7565240907464,76.9766207987992,4.0,108.8,6.0,0.16065366566181213,0.43680757284164407,47.5068212824011,34954.4191330988,70.0,44.4,44.38125,55.8916666666667,35.0,-1.03951370716095
PAK,-0.801856637001038,3.89077997207642,7.97371472046651,1.31204814475296,5.84082282899512,13.242303822701599,70.89849312092784,15.68854130040299,-0.6666454672813421,2.16975284245381,0.16000000000000003,3.93,18.9958013716755,34.95,61.196,2.27,2.12,10.0,10.2977017646838,22.9039928451799,64.6062467983706,12.9329561602033,53.1065858863549,5.0,102.4938,5.0,-0.667998254299164,-0.683649957180023,52.9323158239348,7214.964708307551,100.0,60.9666666666666,74.30625,40.7666666666667,35.0,-0.81427401304245
PAN,-0.610337615013123,14.555308812235367,3.25831853198357,1.60516726150374,12.4873666379903,16.9156456649325,59.9799874263542,13.8578519001651,0.012680994346737865,0.1253387935194,11.28,7.24,3.52776754640227,59.9166666666667,83.466,3.4,2.8700000000000006,12.0,6.36283866797532,8.53491540093446,59.7882597711078,12.9471028612958,56.9022765336017,6.0,92.3371,6.0,0.38519319891929604,-0.15911237895488695,65.8116974779352,32871.5254065525,100.0,62.8,66.825,64.9166666666667,20.0,0.5579088330268861
PER,-0.597973227500916,11.751438998164781,3.27104963481759,2.94530767125706,10.4452603966565,11.3073062653032,66.7698334712776,19.6054533423307,-0.323809534311295,4.68019992138913,0.08000000000000002,8.31,1.7000181827736003,51.1333333333333,87.189,2.55,2.53,12.0,4.83875335727643,14.3113666794682,53.9247703261813,29.211527718475605,46.8148883342943,6.0,87.2165,6.0,0.44338276982307406,-0.56674337387085,53.5381936281076,10945.2292424172,90.0,85.7666666666667,78.63125,46.9666666666667,40.0,0.21510766446590393
PHL,-0.5762942433357241,18.03065653966849,1.67363606149179,1.33011713668734,9.29799940252323,13.3026798886483,75.4742400683381,15.5187300258727,0.062349122017621814,61.3459931361948,38.32,22.06,15.4698594340888,80.175,79.75884907909474,3.0600000000000005,2.53,12.0,80.7921795455908,37.548063992733,74.035094982689,22.788212850166,57.137293254057596,6.0,93.75540000000001,6.0,0.028766408562660384,-0.565135478973389,59.786119487025495,9149.22492972029,100.0,88.2666666666667,75.95625,80.175,35.0,0.021094700321555252
PLW,0.5110307931900019,15.448234651990562,25.967855195082457,1.1520844927654028,10.995117785103698,30.120878540704233,35.9899075366507,64.9751266444155,0.23296876251697513,51.6836869301107,0.03,3.12,0.134627974955508,42.72327656163215,78.5513535341753,2.9533285723546694,2.7188577542606165,12.0,41.00744908184742,17.331974009661778,86.1779734481557,3.6965907201513395,87.8359235244668,6.0,95.37877,6.0,0.10694242268800716,1.0016345977783199,78.236488423917,48464.41695874069,70.0,47.85837305888745,37.04375,40.98266429535279,20.0,1.12325739860535
PNG,-0.867965519428253,2.15040993690491,3.7301882414023404,3.80823391740998,14.464424022523998,29.6345485071289,64.929625983754,17.7393067748677,-0.656073272228241,4.572209610258884,0.0,1.9272884535834187,2.30787266608171,18.2833333333333,77.36702324267704,2.26,2.32,13.0,4.29597121268577,12.6096594406957,74.27856796103,25.72143203897,61.7689184980035,6.0,109.623,7.0,-0.528640508651733,-0.764834046363831,41.6473438003943,5700.11443324103,60.00000000000001,55.266666666666694,51.075,16.5833333333333,20.0,0.06459850072860712
POL,0.6227865219116211,26.5329086902906,3.86657827897154,0.6882979241382081,8.74212583250818,16.310474505622,52.645361271561406,41.19747576600399,0.5468925237655639,10.3950333891095,6.91,8.52,11.7011938202247,79.7166666666667,80.82900000000001,3.5099999999999993,3.25,13.0,54.0575513148037,32.2292199771959,91.539728761282,1.40892932862728,84.4871962353948,6.0,98.3023,7.0,0.874214768409729,0.3769293725490572,56.42663137744831,30151.8412348163,100.0,95.1,72.98125,78.0666666666667,95.0,0.7103388309478759
PRK,-1.58803951740265,0.684108381445954,18.22684059129556,2.57568826984522,13.105891333056922,25.394639300385972,41.326686833745214,27.91173836132089,-1.6062315702438401,0.7144083581332752,0.0,0.9951373208096624,4.261464871892611,2.637310959398975,73.04732192868705,1.997426828478805,1.7591995636911244,12.0,2.753952317083548,0.5912550530910727,3.81768415332623,32.585550949159,1.59695623360209,5.0,98.0640826127069,7.0,-2.38481521606445,-1.64292967319489,37.75521837043556,1276.30409354522,10.0,13.750637304770152,41.25,4.170085026707371,0.0,-2.21117949485779
PRT,0.8063156604766848,18.6499996185303,9.42696352418473,0.6529524185963271,7.01355268670888,13.93431497083,59.09463607551219,42.224027483597695,1.1811517477035502,5.28353269409281,3.03,5.59,5.70963422213466,69.4416666666667,83.5,3.72,3.17,12.0,43.0692822613792,24.4710084576295,87.4044998319259,1.39689243916154,84.1517618308531,6.0,100.2306,6.0,0.8749753832817081,1.1079808473587,65.1189858053297,39693.7345046937,100.0,90.7666666666667,71.2375,67.7916666666667,100.0,1.1785269975662203
PRY,-0.870756983757019,13.0200004577637,2.51201792418916,2.2716896952456493,8.42352126780168,13.3910111869646,54.8053817099959,18.2793548207775,-0.604888737201691,9.73585990716157,0.07,15.559999999999999,0.724442288257575,44.95000000000001,77.46163516659632,2.61,2.64,12.0,30.879768773961402,21.8266894279604,31.219161592227405,0.817761540906069,30.428590077658296,6.0,82.72699999999999,6.0,-0.08951915800571436,-0.6022682785987851,48.8792744653751,10623.6077742855,70.0,63.0666666666667,76.84375,38.2666666666667,40.0,0.031965795904397895
QAT,0.693066775798798,21.656113621532874,11.63777487487192,1.2742797367890994,11.463084825761149,20.225309204830005,43.75350819549903,31.909759211533718,0.6303914785385129,1.80193719050782,0.0,4.99,4.28043059898967,60.76666666666671,74.8687976213802,3.5599999999999996,3.0,12.0,37.9825067308389,65.0068252818995,61.9541551329206,17.975138076881,66.636917041127,6.0,105.15927833733005,6.0,0.5875293612480159,0.705274879932404,43.0924266490844,91428.8009503184,80.0,28.633333333333297,47.40625,58.3,25.0,-1.20641469955444
ROU,-0.22688299417495697,14.5098533487382,4.95654593972538,1.55353148041596,9.34211576597437,18.6414094903988,44.2453246105079,31.569186700374697,-0.1771383285522459,10.0771915943775,2.92,7.140000000000001,20.1854354770905,73.6416666666667,82.622,3.26,2.5800000000000005,11.0,61.8630436427524,42.7692820578999,85.2364902282112,1.25053284729506,81.8804199728094,5.0,112.59730000000002,6.0,0.4064154028892519,0.3675482273101811,56.7769219049761,25507.4711769736,100.0,87.1666666666667,56.6875,71.9916666666667,75.0,0.533204734325409
RUS,-0.869339644908905,19.97323107966127,9.74675740899048,1.52745320847465,8.59723826196754,8.87436609275654,59.7645485277102,38.4955416674289,-0.10378514975309387,11.3552822642706,0.47,9.91,8.13708577637307,61.20000000000001,66.946,2.65,2.42,11.0,26.0829036878123,29.58304543725,60.0066779504434,14.3023697386009,54.166461284594504,4.0,101.112,7.0,-0.5627123713493352,-0.8327214121818541,53.428805517337,16648.9081666659,83.4,83.6666666666667,60.29999999999999,63.6666666666667,80.0,-1.07006502151489
RWA,0.5356897711753847,4.13000011444092,4.50860787734398,3.31247908175177,15.202585837602802,25.8676777398373,50.9955311998754,26.3016380197146,0.07955555617809315,2.58732381679454,0.42,7.349999999999999,1.95828650470168,45.2416666666667,72.323,2.75,2.67,13.0,8.18821104113675,6.374197493121369,48.2746678454217,2.38530032630756,38.4838845897896,6.0,101.5746,7.0,0.03397377580404285,0.10923101752996409,49.6894821626552,3805.4855000614793,100.0,72.4333333333333,70.85625,36.9083333333333,45.0,-1.14153528213501
SAU,0.33070260286331216,24.7528946295623,1.95231785727138,2.1049214326278296,15.191810791489702,18.4905134697096,22.2141123122216,32.779840797004,0.27380436658859286,0.544773695868422,0.09,7.52,6.1803741975281,78.975,76.455,3.17,2.66,12.0,58.9865987624072,36.7004575610248,60.0871672143979,19.209635490331,63.5417227984691,6.0,110.3749,6.0,-0.09088226407766344,0.1177573427557949,46.0223400101906,43398.9216251227,70.0,60.7333333333333,45.9,68.9916666666667,30.0,-1.69039928913116
SDN,-1.45736360549927,4.597305308080278,18.196763892901803,1.7560690153478966,9.315507624212957,13.820772310817661,51.116426182289395,22.965553113338462,-1.62903344631195,2.20240348221045,0.010000000000000002,1.59,0.0080637194272972,31.3166666666667,76.01788623595809,2.51,2.14,12.0,27.872981077747912,19.070010928487083,70.4654271292546,1.01137776350842,64.9258897191287,6.0,122.4349,6.0,-1.6440646648407,-1.13850510120392,51.2947649245208,5745.05710367329,53.4,57.9333333333333,62.775,24.6333333333333,15.0,-1.84891426563263
SEN,-0.0473760962486266,3.16594004631042,5.161379700673156,2.401048672892678,10.54184775685104,18.18078512048961,57.7909750200957,24.556929869544,-0.32945650815963695,2.80905964473892,0.26,3.12,14.464652423437098,39.9166666666667,76.93458401898604,2.11,2.17,12.0,14.6105562992074,26.778443866009397,42.5241897964649,5.03397785166936,47.0195825189721,6.0,95.81848492207729,6.0,-0.14764256775379203,-0.2245941311120991,52.1727885084918,4594.92169998947,80.0,81.0333333333333,66.56875,51.55,40.0,0.2204768359661102
SGP,2.1347312927246103,31.6000003814697,1.30951785160199,1.16607399122469,8.04086712352321,14.9417553895267,97.0283001633089,18.1896470596728,2.23176574707031,51.57228009959,29.570000000000004,26.61,7.15086713375362,53.3333333333333,80.51852224060653,4.08,3.8899999999999997,12.0,70.6068354206289,83.7270701945211,50.2095525246413,42.8010137163102,59.728827059513506,6.0,108.29800548752277,6.0,2.12173795700073,1.8029004335403398,69.3585145719227,86783.4686826075,100.0,99.99999999999999,42.975,71.6833333333333,75.0,-0.07588455826044091
SLB,-0.034902889281511196,6.635832670409659,7.115901219917949,3.5119164806446697,11.932195683436298,29.998012407869904,73.322559384915,36.3035406061477,-0.901527941226959,1.35922325473902,0.010000000000000002,2.6,1.06311587593739,20.4333333333333,76.82676372715298,2.37,2.77,12.0,11.587177268656239,12.331152739604624,20.605494166648,73.7914611804493,52.8864405311173,6.0,100.5868,6.0,-0.8477621674537659,-0.20202298462390897,48.1542413637083,4132.28489632488,70.0,60.4333333333333,53.0,18.7333333333333,20.0,0.3755646049976348
SLE,-0.5117189288139339,1.90912288123034,13.018549917834548,2.6715503052360354,10.773341782458703,15.887282326612265,68.4443328704418,19.1810496596495,-1.19115614891052,0.736114020377876,0.020000000000000004,2.16,5.3439550535348,30.1333333333333,73.469,2.27,1.82,12.0,13.486104408670261,9.348977526754554,26.8037644513689,10.0560145506715,39.6215240909463,6.0,93.25756415288905,6.0,-0.9183719158172609,-0.797170162200928,43.9222664822583,3471.6521607462296,90.0,65.2333333333333,64.225,28.4833333333333,20.0,-0.1830880492925638
SLV,-0.5864349603652951,13.048633182479442,1.84617175476304,1.5187106402773503,9.57589948456617,14.2543249389511,68.7294876388394,26.1947592864882,-0.4899937510490421,6.12699337415169,0.24,5.27,7.71192721853061,44.9333333333333,77.43299999999999,2.47,2.3,13.0,15.1741353690555,19.1274927360563,51.1490627588537,1.72770503443039,48.2156162049793,6.0,100.331,7.0,-0.016186896711587944,-0.930314421653748,60.11137222650301,9764.58657693706,90.0,79.9333333333333,75.675,54.1,50.0,0.02898554317653166
SMR,1.17894005775452,15.760000228881802,50.6671225487337,-1.25149895251928,6.201943849333391,14.614838822969498,42.64466660033438,41.149337487082796,1.6031106710433998,13.219849029407746,5.10339498285987,3.1752697039979325,8.914211687871155,56.6230429593566,74.58939203270324,3.607128108199478,3.3714456119622582,11.0,43.947970416306674,31.82167073150924,78.0840799938271,2.90284523316403,97.097510495936,5.0,109.98866420184454,6.0,0.44054350256919883,1.53650796413422,56.3358162936745,69763.76440595175,50.0,39.30647824215297,21.11875,49.612334210962686,55.0,1.12325739860535
SOM,-1.78582608699799,0.684108381445954,14.82124977908322,1.8687303773103174,8.470857270992775,17.55719372239545,65.5719469394097,8.00951332932779,-2.21180272102356,1.7464982157225453,0.0,1.6340252227126364,5.615794488573904,0.0,76.2046737595131,2.23,2.0,12.0,9.513655512553607,5.399129627508867,75.9313238362195,3.35101765147152,22.1594417124222,6.0,97.3158,6.0,-2.08894062042236,-2.29865527153015,45.4568897358911,1276.30409354522,16.6,36.0333333333333,45.7625,0.0,0.0,-1.84680211544037
SRB,-0.39657077193260204,15.4879278785465,11.672261252371277,1.5813162563464414,11.25810650893749,20.581603210856375,53.5977651095011,47.303263328441,0.07442966103553757,8.903843031308632,1.03,3.63,18.729600792981,61.5166666666667,72.493,2.79,2.6,11.0,44.7948254986565,24.6451304749421,81.1695827545354,0.821379010570248,74.2197970604479,4.0,100.6211,7.0,0.0996957719326019,-0.170322611927986,52.5465914880611,16513.9698839801,100.0,67.3666666666667,72.54375,61.516666666666694,75.0,-0.014722833409905276
SSD,-1.74284648895264,8.604197429689469,31.283741560412544,2.9319222073800253,14.873139592122383,30.708947896772397,43.48465503695589,28.545218522375396,-2.32056307792664,11.947190803721083,0.0,1.807407034034505,0.9919028340080969,19.0583333333333,72.8476058323211,1.9365849932746662,1.8655351422202693,12.0,3.4095797369274434,5.9021714647461945,2.85779714197644,92.7511437037881,14.428146373046301,6.0,121.8786,6.0,-2.03582668304443,-1.98638772964478,37.04475153056462,2539.7620472724175,20.0,8.43333333333333,45.9875,22.4583333333333,30.0,-1.9889086484909098
STP,0.15290264785289812,12.809658187105965,17.116969315202436,1.4654955534468241,9.69036302744096,25.84927080659342,49.16239492587799,25.6927438750402,-0.7840676903724669,45.9673386504362,0.4,4.04,0.0709405611894463,48.366666666666696,78.18962277546949,2.7800000000000002,2.71,12.0,32.39813139871822,14.840963442817708,96.4041928304915,9.999679935508459,62.7444926693235,6.0,68.9066,6.0,-0.909116744995117,-0.713973104953766,81.9818212460338,12294.8548078971,70.0,58.06666666666669,47.125,45.48333333333329,35.0,0.13896580040454898
SUR,-0.24034425616264288,4.9513897895813,12.386974186739971,1.7960756751183344,11.72989246343893,24.613097280091335,53.14447827192496,37.313558162352564,-0.6865217089653018,5.82189672750917,0.0,2.05,5.921915471577781,54.116666666666696,76.55002193148928,2.419377956571996,2.258723404356055,12.0,3.73129214280008,11.5348295070556,96.808357368259,1.37022393991973,72.167750621409,6.0,104.17208,6.0,-0.6689744591712952,-0.08781039714813227,50.8308432543601,18777.0591358578,60.00000000000001,62.4333333333333,47.0,57.4666666666667,40.0,0.29629418253898604
SVK,0.23029652237892217,21.8899993896484,3.11539804225056,1.0641718050336098,7.35267808828275,16.5811840940489,48.688021354820904,38.1199880277898,0.5813214778900148,10.6364834767426,14.32,13.74,14.2259451715052,73.0916666666667,73.706,2.99,2.79,10.0,71.2989784646608,49.511315141153204,94.3168427777543,1.82450653378242,91.2642625794646,4.0,103.8042,6.0,0.7983123064041141,0.4728696346282958,59.032395053246304,36387.2081755524,90.0,94.9333333333333,70.55625,71.4416666666667,100.0,0.8470674753189089
SVN,0.8359792232513429,20.7278361425149,6.00921749143582,1.47715957911067,10.6882483889617,17.6285957119658,50.3051858757768,44.2128026889701,1.0822386741638201,6.83053982321457,1.6299999999999997,3.67,6.63656204377461,71.4416666666667,80.063,3.27,3.42,12.0,63.7174236851866,37.1276605266145,85.3572671949076,1.9097590893309897,77.997320917437,6.0,98.2347,6.0,0.6422973275184634,1.0244784355163603,56.5036144676369,42123.6141444627,100.0,96.9333333333333,76.675,68.0916666666667,100.0,0.9701653122901921
SWE,2.10963678359985,30.9924607148911,0.49490866977969405,0.535445735508934,5.38349189854714,18.7847281871976,83.7732134181143,49.56204101397049,1.67109441757202,14.1643140590828,5.78,9.16,21.1014867837737,72.5166666666667,83.571,3.8799999999999994,4.05,13.0,59.7407749421005,51.6174430393255,87.6157873537929,5.77114057409028,88.1963631627617,6.0,108.20934116079417,7.0,1.8255048990249598,1.78407502174377,64.8986769536089,85945.9321188205,100.0,94.8666666666667,76.225,72.5166666666667,100.0,1.5807973146438599
