Country_ISO,Control of Corruption: Estimate - WDI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) - WDI",FI_FSI_FSANL - Non-performing loans to total gross loans (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSERA - Return on assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKA - Regulatory capital to assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKRTC - Regulatory Tier 1 capital to risk-weighted assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GC_GOB_TAXD - Proportion of domestic budget funded by domestic taxes (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GR_G14_GDP - Total government revenue (budgetary central government) as a proportion of GDP (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,Government Effectiveness: Estimate - WDI,High-technology exports (% of manufactured exports) - WDI,ICT goods exports (% of total goods exports) - WDI,ICT goods imports (% total goods imports) - WDI,"ICT service exports (% of service exports, BoP) - WDI",IQ_SPI_PIL4 - Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index) - Goal 17 - Reporting Type: G - Units: INDEX - Nature: G - SDG,Labor force with advanced education (% of total working-age population with advanced education) - WDI,Logistics performance index: Ability to track and trace consignments (1=low to 5=high) - WDI,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high) - WDI,Lower secondary school starting age (years) - WDI,Medium and high-tech exports (% manufactured exports) - WDI,Medium and high-tech manufacturing value added (% manufacturing value added) - WDI,Merchandise exports to high-income economies (% of total merchandise exports) - WDI,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports) - WDI,Merchandise imports from high-income economies (% of total merchandise imports) - WDI,"Primary education, duration (years) - WDI",Primary government expenditures as a proportion of original approved budget (%) - WDI,Primary school starting age (years) - WDI,Regulatory Quality: Estimate - WDI,Rule of Law: Estimate - WDI,"Services, value added (% of GDP) - WDI","Services, value added per worker (constant 2015 US$) - WDI",Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100) - WDI,Voice and Accountability: Estimate - WDI
GNB,-1.55908715724945,4.10519586894411,12.129439396342153,2.3750094550010226,8.89801724029884,13.277269587847462,70.72204172540812,13.093313006444273,-1.52193677425385,10.94158706437453,5.000110486357513,5.2367022816672,28.8532017804716,17.7583333333333,93.608,2.7800000000000002,2.01,12.0,33.04705112940917,14.67681738719609,21.0779189901822,33.4340618154445,53.014336979677,6.0,94.53477156694233,6.0,-1.24348342418671,-1.26597440242767,44.9473957355909,3068.15200188895,80.0,60.60000000000001,50.075,19.4083333333333,20.0,-0.683403134346008
GNQ,-1.54342126846313,8.35048069605159,36.9237925384333,0.8692029672533371,12.8137272486193,30.2740785514198,31.3249786669424,19.7974178484732,-1.1962114572525,15.06469580588869,1.0036334589996867,1.1232309984480067,5.957782382757419,13.672715133824882,73.48607898734237,2.12,1.9099999999999997,13.0,30.049559837584027,11.9037107592175,50.7311410812416,35.4946904411448,69.4873515654566,6.0,105.9195243283816,7.0,-1.65524923801422,-1.42317736148834,40.4782944837917,26018.5911391941,10.0,19.80728817219149,45.39375,9.929276518950413,25.0,-1.8734849691391
GRC,-0.05620804801583296,24.172635405576198,43.3731858901074,-0.16673376108301288,10.7157998546345,15.3202773839181,58.6331393128668,49.0504460954121,0.2584646642208098,12.9551889486437,3.11,4.44,2.79377060859121,69.1166666666667,75.779,3.18,2.84,12.0,25.4595799745395,18.0668191292754,68.8337991502934,3.71421514779648,67.4194175955844,6.0,106.79523485176513,6.0,0.4020879268646241,0.11301732063293493,69.5166420124732,51316.1498423321,100.0,87.5,70.61875,69.1166666666667,95.0,0.7417658567428589
GRD,0.37033399939537015,5.48917660763494,2.402814,0.972609,5.573628,11.695462,69.46411484686152,40.073116853619766,-0.19696950912475594,12.7236433160283,6.93,5.35,1.02421475828017,25.02538532661311,77.394,2.8666235428246867,2.8231314636356464,12.0,39.149841226104655,24.5553616253785,78.5146987874373,0.0657628560227467,88.5771764570372,7.0,66.44804,5.0,-0.2752898633480069,0.249509677290916,66.0254191815443,28746.57412589439,60.00000000000001,58.086757932496376,43.73125,31.034215746816916,25.0,0.5014010071754459
GTM,-0.821764290332794,11.728549534599196,2.17622104946276,1.33033771136556,7.08221947970916,11.9250446172809,68.4750801494153,15.3865804475439,-0.7177636623382571,5.31041212978891,0.21,6.14,20.0117527964625,58.3,81.981,2.42,2.16,13.0,21.539311011705603,22.4026445656877,56.916129106845105,0.624251925078379,56.7952112475379,6.0,97.77580000000002,7.0,-0.2919995188713071,-1.0757360458374001,63.0590367876404,13548.0614144483,90.0,62.10000000000001,76.9125,61.65,25.0,-0.35372364521026595
GUY,-0.250006973743439,3.0425182058112696,10.675990529007768,1.8283693038627995,9.116953750520548,19.351228466531126,63.14119316573126,35.487604345644336,-0.25484773516655007,0.215510365907189,0.03,2.23,0.8630008170623978,18.8833333333333,78.469,2.44,2.55,12.0,26.956116805969796,13.699783531918605,82.4591192975872,1.7408718332074,75.7141100528122,6.0,98.78693,6.0,-0.5402207374572751,-0.3836018443107599,45.9542350111416,12870.910078628,70.0,57.4333333333333,51.0375,20.5333333333333,25.0,0.2231826633214949
HND,-0.6568953990936282,9.57999992370605,2.2783334809356,1.82866551510412,7.26448725027068,9.02604075660664,82.9506110990975,20.0744090835343,-0.6182584762573242,1.96264426487614,0.07,5.18,8.17931485369307,45.0083333333333,86.308,2.68,2.24,12.0,27.3954095282033,7.16345802700281,71.1549616136223,1.19387590660713,57.862128251355706,6.0,97.5855,6.0,-0.448792904615402,-1.05719459056854,57.338998468411006,6267.95665621033,90.0,62.3666666666667,67.975,46.70833333333331,40.0,-0.52352774143219
HRV,0.04676992446184164,17.9101952525657,10.4132460170911,1.3985602588489403,12.3508574282061,21.826108856317198,59.8426711087466,45.366664099206695,0.5139327645301822,8.83753101502131,2.33,4.81,5.78538476303944,64.2166666666667,71.772,3.0100000000000002,2.98,11.0,45.6145058102252,24.528561320837603,77.1789975518463,1.34399071759203,83.1541929877186,4.0,97.1788,7.0,0.4898183643817901,0.3015296459198,59.512159510504496,31230.799917946795,100.0,50.76666666666671,57.625,64.2166666666667,80.0,0.4461751580238342
HTI,-1.28570652008057,0.684108381445954,12.88929769588458,2.2422643612803452,11.046006663227608,23.182694630542265,52.7242120372434,30.858960802067237,-1.96603763103485,4.599764233065362,0.0,0.19061187503116336,3.7073946490868,20.85,76.24013238698319,2.05,2.03,12.0,3.79611579390163,5.2596565066865795,92.4663244841872,1.5305507608630602,42.4797005254534,6.0,70.7779,6.0,-1.30229508876801,-1.06081771850586,53.4912479714213,4423.39444842127,60.00000000000001,52.99999999999999,50.7125,22.5,20.0,-0.7524042129516602
HUN,0.055339220911264406,21.8310533614892,2.46529955892284,1.9486190984273792,10.9666434812049,16.6927302768098,54.047229462863,43.57652330172069,0.44315263628959684,16.8209858629646,11.339999999999998,12.48,9.38368201696505,68.2666666666667,73.286,3.67,3.35,11.0,75.3444795192069,51.5394312821633,89.1441518652673,1.83073263040516,85.7173589082161,4.0,99.9006,7.0,0.5636423826217648,0.5550696849822999,56.07314132273181,26743.285058478697,100.0,86.8666666666667,69.7,66.6166666666667,100.0,0.48789283633232106
IDN,-0.2996042966842651,9.36999988555908,2.20579865068329,2.49692024587747,12.823112182486499,19.232658698640698,70.4850110645338,14.7740119756515,0.14137987792491882,8.21299200751234,2.88,7.7,3.9277963484798795,43.7916666666667,81.859,3.3,2.67,13.0,28.7132942577348,34.9988030782813,52.520598596135905,31.462219138381,52.678137195710406,6.0,99.66049999999998,7.0,-0.021816467866301394,-0.31440138816833507,43.4048373057688,7108.623707074319,100.0,87.3333333333333,75.63125,42.1416666666667,55.0,0.1622109860181809
IND,-0.2297589778900149,10.7799997329712,9.46095691207992,0.028537312401045404,6.8942562058403505,11.9094118740907,77.5021241601468,13.1528355552932,0.26291778683662387,9.04145168835151,1.18,9.18,41.3042841946734,67.225,60.645999999999994,3.32,2.96,11.0,34.7731286139299,44.4484380908462,63.0538403201519,13.151973832809603,54.4131725425282,5.0,99.771,6.0,-0.22599673271179213,-0.0014220889424906586,48.4315663156522,7697.64735807578,80.0,87.9666666666667,60.21875,57.241666666666696,50.0,0.3604221045970921
IRL,1.5349406003952002,35.1531239019396,5.45685456904851,0.9468965711964578,13.1166300272989,23.393657160566697,73.0763247508211,25.4210260779805,1.3782430887222297,25.0152782298751,6.759999999999999,8.0,46.6300708670919,66.3416666666667,81.308,3.62,3.3599999999999994,13.0,59.33295430913999,54.5114732052676,92.4603245936649,3.83539756073589,91.9573694531299,8.0,105.20570000000001,5.0,1.61936497688293,1.4125094413757298,56.2353719627882,114835.873255295,100.0,94.7333333333333,75.4125,66.3416666666667,95.0,1.2957656383514402
IRN,-0.984446704387665,14.628100014775795,18.018372699274497,1.7893782993454828,11.046157549340501,16.26392823796718,49.02634061502754,20.931328888610143,-0.47861048579216,0.72469081853253,0.020000000000000004,4.92,8.214448089420507,57.0166666666667,58.735,2.77,2.62,12.0,33.0144922232059,35.5545004176077,35.8125938040724,30.7666183473565,56.0567477400624,6.0,101.8585174221851,6.0,-1.39584970474243,-0.712859213352203,50.0804565914419,18103.5703865862,80.0,59.8,52.84375,58.6666666666667,35.0,-1.33061933517456
IRQ,-1.45831036567688,10.4068899154663,17.5475713444444,0.6134342269678951,15.2564402663095,55.75127863984109,6.693699972251319,39.38302806777669,-1.2669363021850601,9.896107989551048,0.0,0.19,2.57772671788612,22.058333333333298,73.21326107357268,2.19,1.84,12.0,0.0374855712953873,7.02651935278756,49.0113761445127,23.3289740900008,33.1103037856593,6.0,77.6446,6.0,-1.06386315822601,-1.80134296417236,44.1911800508283,17408.4654276176,30.000000000000004,24.999999999999996,60.33125,13.725,30.0,-0.9995396137237551
ISL,1.80560302734375,39.0388021816671,2.51329639871644,1.50956450348338,15.926149340898899,21.815697342653998,75.125881986282,44.8420545109513,1.4258141517639196,23.4740318421698,0.18,5.78,5.72484893289021,62.5666666666667,90.208,3.35,2.77,13.0,34.787306387442,12.6211719315168,93.0631031082146,3.2727389994532303,83.2792682855778,7.0,104.93668238651705,6.0,1.40824568271637,1.67925131320953,65.2509630267277,79019.1384982901,80.0,87.8,61.10625,62.5666666666667,100.0,1.3895735740661603
ISR,0.7537303566932679,35.7983778877423,1.21092611099938,0.9632672508494392,7.382451850971799,10.9426391810272,64.7306974481484,35.6290332166876,1.1692541837692298,22.5362840096475,11.6,8.89,46.1277501635694,46.4833333333333,81.546,3.5,3.32,12.0,58.7540461603282,40.6593762132781,78.3717687889989,9.27523961298065,80.6801957362686,6.0,102.40315683294197,6.0,1.2379453182220497,0.960164308547974,70.2311874351943,71957.2664096107,100.0,85.7333333333333,59.55,68.1666666666667,95.0,0.6310827732086178
ITA,0.2156874388456341,16.1792738575987,8.38628316437891,0.4638918854586429,6.333320109432861,13.861011693812,59.5880899863499,45.64384712353169,0.4088532626628882,7.47655885813922,1.99,4.93,7.64081762198465,82.175,74.83,3.85,3.47,11.0,54.1429848361209,42.008525912838394,83.300988811412,4.16654142587994,74.82558287666,5.0,100.72739999999999,6.0,0.7151482701301571,0.2406238764524458,66.170569852449,78443.765287505,100.0,91.8666666666666,76.88125,72.1916666666666,100.0,0.963442385196686
JAM,-0.23074534535408006,12.049370550825227,7.010894143743436,1.9409231166016683,8.922677546191338,15.034044394654645,89.7984927529574,31.026509346749705,0.5954678654670722,7.9785246172073,0.19,3.21,3.34277306355694,56.6,74.918,2.48,2.42,12.0,1.2022702949136,18.7673030963079,90.9739058995849,2.02366436014124,71.6472799197565,6.0,113.92678,6.0,0.12909902632236486,-0.21818675100803395,59.1337209917931,10735.8821137522,80.0,73.7333333333333,56.26874999999999,58.25,30.0,0.5929129123687742
JOR,0.1241654902696611,19.3276579731591,5.38545108659764,1.9377547216683295,13.520922156929402,19.8225937637817,41.4446026295954,38.6666180107111,0.09523111581802353,1.50858480712756,1.99,4.74,0.21292513092018203,47.925,61.733,2.77,2.49,12.0,37.4457485185054,23.1453806673934,58.3393253253825,5.61688075910562,63.25629764167441,6.0,94.98850000000002,6.0,0.03084316849708556,0.23142507672309903,60.476645527086596,14663.4694065706,80.0,47.5,69.825,68.775,15.0,-0.7179543375968929
JPN,1.38858759403229,29.857395773011465,0.254435738088805,1.138965169192573,7.25402103040706,15.10503561101774,50.3856067983407,35.4762166113547,1.63458871841431,17.2970528139362,8.11,11.94,2.51864696560355,78.3,78.32999999999998,4.05,3.99,12.0,80.6614541055564,57.2205059773802,60.857341719920306,32.1453363392486,57.16066053066581,6.0,101.0,6.0,1.33422780036926,1.4938536882400497,69.4031278581593,66016.7278687516,100.0,90.5333333333333,72.9625,76.6666666666667,95.0,0.9947132468223571
KAZ,-0.492212444543839,34.0800018310547,7.3853829491154706,3.03728377878878,11.3255898968924,16.7856151553415,83.3061937253372,19.5598062935591,-0.042083635926246823,23.5707068133801,0.11,5.99,1.67294760427611,62.35000000000001,75.85040407747826,2.7800000000000002,2.66,11.0,35.1480539659962,14.1285324798939,75.4768249732694,11.5114703238004,68.7723269589161,4.0,107.4837,7.0,0.09462387114763278,-0.503466427326202,55.454732268099,19861.0338982056,100.0,82.1333333333333,80.175,64.05,70.0,-1.20074665546417
KEN,-0.863009214401245,9.337908663780105,12.0267293707536,3.4042082295217098,13.1846993906256,17.228917605517,53.7135414772518,19.3222951602388,-0.49365317821502713,3.61296275113367,0.34,3.82,10.4107630323277,35.7916666666667,77.26702455796674,3.07,2.65,12.0,21.4752226518093,14.5952628303232,45.5485134659456,3.8230082145237003,46.1807104839682,6.0,89.92806000000002,6.0,-0.26534405350685086,-0.4282824397087101,56.0189509830887,6021.42316367467,70.0,60.4666666666667,68.55625,35.7916666666667,40.0,-0.3752282857894901
KGZ,-0.961097419261932,24.264850616455103,7.29695767112001,1.6118616750222599,13.3153828499605,19.6266007189848,61.851393368846296,32.4696053078968,-0.646288573741913,8.05189045843038,0.14,3.85,2.62065782659084,53.0583333333333,73.66,2.64,2.7500000000000004,11.0,17.3467340039298,2.37330839953982,61.23163087974171,3.78339137967434,36.149555957191,4.0,88.09230000000001,7.0,-0.39731916785240207,-0.928701460361481,49.7676969702079,2841.53531909444,100.0,81.4666666666667,74.58125000000001,65.575,70.0,-0.3542317748069759
KHM,-1.35710227489471,7.754218556581139,1.9896209372896,1.5620410710788197,13.928775128387898,19.851485788803696,78.6435700707161,22.0574061600033,-0.5998018980026252,1.40927888070578,1.43,1.11,1.19929156674961,46.375,77.11901706592243,2.52,2.37,12.0,9.16668616282859,0.259529188603816,86.0120236260664,13.6068603922948,25.77328993352,6.0,97.0608,6.0,-0.5369045138359069,-1.13500821590424,40.2202510794724,3806.3811268617605,70.0,59.2,66.975,32.9916666666667,40.0,-1.23299634456635
KIR,0.348575413227081,2.77992010116577,20.30315622274525,1.7999985643005407,12.61756751914858,39.08591530071852,27.3557413526867,131.359673715192,-0.06429038196802134,21.550364249007,0.07,4.89,3.3265806408399725,13.8833333333333,76.90928173605722,2.788498242250954,2.6778783574780776,12.0,22.366717556292716,12.168518808110104,67.3441125175099,32.6558874824901,56.670135414735,6.0,92.4599,6.0,-0.662966728210449,0.576457321643829,62.6799649634935,26541.01943120978,40.0,25.7666666666667,45.9375,13.883333333333299,15.0,1.12325739860535
KNA,0.41149929165840116,9.485204907807535,24.686561,1.2532600000000003,8.037532,18.151513,54.62970349546577,47.718251161102415,0.49867555499076804,12.763632368592113,4.663021158230795,3.5077949338808683,0.713274545695162,27.704118219369146,79.30645507146681,2.8210041445196423,2.6835229478334535,12.0,33.01516850252943,19.743626438982403,86.805690055051,0.51098418897363,88.3448724932612,7.0,92.06055535297108,5.0,0.49864163994789085,0.5192624330520629,63.3502827968679,42955.884611461355,40.0,42.1151818148837,32.56875,28.188349476672933,20.0,0.8627602458000178
KOR,0.5728048682212827,33.022081532099,0.254435738088805,0.777150970454183,7.46769972548184,13.2541193007404,66.2604754528179,33.3890237111617,1.1352561712264997,36.3912233579129,27.84,13.97,6.375635986593041,74.0666666666667,72.237,3.7500000000000004,3.4,12.0,74.2226784701465,62.1293858486919,47.5530849385432,41.821579204539,61.52188924980499,6.0,104.33704507729145,6.0,1.0937497615814198,1.1995415687561,55.3852876556229,49539.9636488915,100.0,93.4,76.60625,74.0666666666667,80.0,0.799720466136932
KWT,-0.3166106939315799,11.1199998855591,1.62349995163983,1.4426699567529198,11.6028591501557,16.4556766182051,60.40985388496529,20.838545693646445,-0.1214193701744079,4.11848740218315,0.2,7.17,40.2082098626534,63.125,74.9847196898549,2.66,2.73,11.0,20.8825163514949,36.25421966608,38.3934264138072,17.5077842865444,64.5670372623874,5.0,92.5581,6.0,0.011418183334171881,0.18625853955745708,51.7512772593754,39401.4405526392,80.0,66.3333333333333,50.0125,57.2583333333333,25.0,-0.6046189069747921
LAO,-0.997348785400391,15.573493434928535,15.586897685975371,3.0185814149535446,13.664870327427424,23.780028692967438,57.1397423097004,16.2441178166415,-0.723394215106964,38.0167390499275,7.63,9.52,2.64144327635523,40.5333333333333,74.92748949441702,2.91,2.61,11.0,25.4305482235367,3.77477549234693,7.2449222245567,90.3854732120066,8.08430577637474,5.0,96.89734144354121,6.0,-0.8248178958892822,-0.8631269931793211,41.60838243206,11143.6214779041,90.0,39.9666666666667,53.89375,38.0666666666667,20.0,-1.75008547306061
LBN,-1.13296115398407,25.4613800048828,10.2547809247156,1.2423688474059102,8.09122165937369,15.5133954237863,48.5596554917697,19.5834376051555,-0.67380428314209,2.35492211553384,0.68,3.07,4.79823900150747,47.7083333333333,77.92439411161985,2.8,2.38,12.0,37.0901509870034,11.6895096498143,53.03266555883361,3.59063471283417,65.3235313155588,6.0,97.7629,6.0,-0.45462140440940907,-0.782591283321381,76.9908055119369,26307.740653347304,60.00000000000001,62.60000000000001,56.90625,46.0083333333333,20.0,-0.5141176581382749
LBR,-0.87186872959137,2.0727359064996875,25.58251546237466,2.5202035264174634,12.498827818583152,21.132459614550086,57.07526830296416,35.09867211938034,-1.32320761680603,16.8436031156564,0.0,2.2636503049543437,6.807383918325229,34.8166666666667,76.4848652118067,2.05,1.9099999999999997,12.0,10.896936897737525,0.259529188603816,94.5499598140816,0.978747575462127,31.6698893257165,6.0,88.33070000000001,6.0,-0.9896060228347779,-1.00164043903351,42.9373526844517,1276.30409354522,100.0,28.8333333333333,56.88125,38.1666666666667,30.0,-0.027903808280825497
LBY,-1.53027164936066,6.090220956894016,36.59569052723798,1.5192782727523082,9.430977808199858,18.226912294257794,49.31960733276866,38.77249892729157,-1.68525779247284,10.98667073916976,0.0,8.31,19.8952879581152,19.125,74.50474544540478,1.64,1.95,12.0,10.515584328285,16.0558464292641,76.4769140802226,20.3387210605313,61.4694357096463,6.0,138.7755,6.0,-2.21521806716919,-1.6911062002182,52.9941083689439,22408.6269187362,20.0,20.6333333333333,37.2875,14.9083333333333,20.0,-1.53389286994934
LCA,0.560321748256683,11.504826146998594,10.030191,1.856022,5.439058,13.206162,71.85306345523179,37.42486148788738,0.33070915937423684,14.3495987473129,10.36,4.36,1.11781917307853,47.49999999999999,82.55600000000001,2.9052038903084627,2.7632241222860867,12.0,37.7783649087946,7.829181494661919,81.704554896092,0.4098717366669,83.4677138562773,7.0,89.9908,5.0,0.337109506130219,0.6318281292915339,75.463197581848,24758.692397324,100.0,55.9333333333333,46.39375,52.2,25.0,0.850306868553162
LIE,1.95875442028046,25.699284641404507,14.740088632062104,0.5849663977458128,10.140344973964437,28.79795077603501,48.36994449747904,64.17617859942197,1.68894004821777,14.168040661739354,3.4013630919741384,3.930795209868737,8.322650527280267,45.446509503478566,77.34887855956731,3.4726954355863007,3.3998810614146806,12.0,51.68829398708743,34.056264226914756,75.61692376033096,20.997571384621036,97.097510495936,5.0,108.57824097364588,7.0,1.5225679874420197,1.6346731185913101,54.1408183846224,74615.07402900682,50.0,51.344819936281034,24.2625,44.11384565599166,63.9481038098659,1.29767560958862
LKA,-0.3528466522693631,0.684108381445954,3.4204197616188305,2.25783579609169,6.983946989046971,12.0058028966509,63.365804358724695,12.5877251583473,-0.25662025809288,0.0,0.0,4.48485037998507,11.8814446451261,73.75,83.281,2.79,2.5800000000000005,10.0,10.5132246888026,7.89438565801992,74.4742631193201,4.29634757460605,46.3144390860137,5.0,92.45548,5.0,-0.217681854963303,-0.0001458172482672757,53.6373194378959,13752.0759873915,90.0,81.0333333333333,69.0125,78.75,45.0,-0.007844036445021645
LSO,-0.13712538778781902,3.9376399517059304,3.6604649138493204,3.7552529778281194,10.2782846378863,20.184135528057997,61.3567941109931,47.1600481734512,-0.9225831031799319,0.0577924172043064,2.31,3.31,0.260013889060598,39.6666666666667,79.83870555989832,2.37,2.36,13.0,9.010196319822455,2.581902455326717,58.9338633352835,0.21018980769978296,8.83601549139492,7.0,82.9327,6.0,-0.5553668737411499,-0.36634102463722207,52.4296644724323,4711.39175640077,80.0,63.2666666666667,55.5875,41.3166666666667,40.0,0.012948163785040505
LTU,0.46604195237159707,35.9516875448363,2.27014872045055,1.47761102067643,8.05900717149571,18.4493512073985,50.833361526749506,34.241400888573,1.0314474105835003,12.102708320773,3.48,4.89,5.834651148289679,71.8666666666667,83.094,3.12,2.85,11.0,42.4868133260076,23.011905858516105,86.2593607019089,0.960755612761684,89.0499769346865,4.0,143.1485,7.0,1.0937148332595803,0.923098206520081,61.178353815629,30471.9969772186,100.0,91.8333333333333,63.49375,70.2166666666667,100.0,0.901560366153717
LUX,2.0480391979217503,35.3018707883265,0.8969663304441189,0.5867532708210089,7.97870895703011,24.2534186316536,68.1957300082461,44.68612070284689,1.7364133596420297,6.97324123677991,2.4,4.35,4.0608407464639,59.941666666666706,79.499,3.6100000000000003,3.5299999999999994,12.0,46.6076645299572,21.1274398044472,93.3233930213021,2.15859818225122,95.56845589906371,6.0,103.4924,6.0,1.7491340637207,1.7679558992385898,79.3906348113495,210076.950557444,80.0,90.4333333333333,63.94375,59.9416666666667,100.0,1.5432368516921997
LVA,0.2972397804260249,30.0300006866455,5.28840202667788,1.1473156304626102,11.0621409236515,20.6079033275708,55.8059314907729,38.1061258865107,1.0002850294113201,16.5920580401869,8.44,8.24,14.365875623492698,68.0416666666667,84.611,2.79,2.8000000000000003,13.0,43.3521695852897,20.21688156044,90.2802138808422,1.62788653146051,91.1926137178097,6.0,116.08939999999998,7.0,1.1344435214996302,0.9231803417205809,63.2634274962391,28754.8529482246,100.0,89.1666666666667,62.7875,66.3916666666667,100.0,0.792210936546326
MAR,-0.2894552052021031,11.37733173896721,7.72518485920519,1.4740648543052903,8.012341359856608,10.7842298784227,73.2271879530668,24.2432036491508,-0.3494037389755251,4.01860219205577,2.1,3.94,8.9438042114088,28.524999999999995,78.28453647829626,2.51,2.33,12.0,57.7599059857614,25.3924063747936,76.5302084311634,1.24108167736835,74.6430315407624,6.0,102.4237,6.0,-0.25915530323982205,-0.24864460527896914,53.070813570865,13106.0863447363,90.0,88.4,67.3625,41.8583333333333,45.0,-0.675590515136719
MCO,1.78064966201782,28.315219272946507,21.666955290276206,0.0614473806286558,7.844875015614594,25.775472708223152,57.094322172230626,59.25617544201369,1.87921941280365,40.6549868947988,17.713239793519016,13.814445416758728,7.784977154140835,25.569599081602266,77.96039675412861,3.667753702284386,3.4895370240996,11.0,57.069624454162174,50.37554876217216,73.74430410748559,25.416811347094875,96.47335543134795,5.0,104.16420260018594,6.0,1.18732905387878,1.53650796413422,86.8529629325224,82030.62272220691,50.0,55.4303977310576,26.64375,53.2248372755935,54.593813224380185,0.6402143836021419
MDA,-0.758018732070923,20.1200008392334,12.4916886374529,0.9577092266729431,12.872702613354,26.2643286358358,63.1784850919912,30.6754967495506,-0.5059675574302669,2.51881364001274,0.23000000000000004,4.03,15.2601797704137,58.8166666666667,68.67,2.21,2.25,11.0,37.9482881089351,17.6019962547941,83.2726586231637,1.86948222911631,67.1026524071032,4.0,95.9061,7.0,-0.0323153994977476,-0.438802748918533,53.9337913876541,10578.9637331672,100.0,94.2333333333333,55.05625,63.8166666666667,70.0,-0.1172811612486842
MDG,-1.02106416225433,2.75999999046326,7.62316707853899,4.35282999738852,6.7225420068162,11.7377594569466,67.7919601509836,14.1242994123527,-1.21214354038239,1.04433298404265,0.05,2.71,8.90852858496457,12.675000000000002,76.52579518025432,2.61,2.32,11.0,4.67508644712441,1.17682631833575,70.7035103422718,8.00643588640161,43.9401498520974,5.0,63.9588,6.0,-0.7858946919441219,-0.8363560438156131,48.7393975825603,2489.70016197899,80.0,56.3,61.9625,28.525,30.0,-0.321546018123627
MDV,-0.83108526468277,17.408320785899907,11.5608554379335,5.65117271278964,19.4566957433176,36.034637691285,65.7507198855092,27.1093880559925,-0.47593846917152405,19.92447116014478,3.3207170322551915,4.54,1.75631287374288,49.1333333333333,78.23507010034682,2.6,2.4,13.0,1.20391773686061,2.633324631427,54.2236505102733,39.0338128503755,48.8366981383913,7.0,100.71167,6.0,-0.5311635732650759,-0.538557231426239,68.4267005521203,23905.3014525455,70.0,29.8666666666667,64.675,51.4583333333333,40.0,-0.654160141944885
MEX,-0.949163556098938,16.0200004577637,2.1077378613675,2.23718640595808,9.13097972814708,14.2177348472228,61.1674616437864,20.2533535155344,-0.2928506135940549,20.8917456407643,15.05,15.16,2.63035401390013,80.2833333333333,77.557,3.0,2.77,12.0,81.000571386499,44.870447653610405,92.3738549933867,1.9065115221850402,71.91277460138,6.0,106.2862,6.0,0.08437546342611292,-0.641221523284912,59.2695792093443,23961.6186657159,100.0,92.9333333333333,90.62499999999999,73.6,75.0,-0.008684999309479888
MHL,0.348575413227081,4.419360205335979,20.447299166933217,1.3377327200120865,10.416633952615244,35.78515176751844,22.0961623715725,82.6451806364556,-0.1832386255264279,13.090890697271965,0.0,0.19,0.358257446614708,11.483333333333302,76.88974517967682,2.6540799036580696,2.5279352977627605,12.0,23.540972765143014,12.607651778059905,80.1961234902993,15.524516238731001,80.0129130493048,6.0,94.07848,6.0,-0.797005653381348,0.16409254074096707,72.5014545454545,35080.503730500044,20.0,24.1,44.21875,13.1333333333333,5.0,1.12325739860535
MKD,-0.39262270927429205,21.1261196136475,5.03609299230044,1.9545082021636098,10.3249369000384,15.004822422302198,62.3670247753208,29.071916232824,0.055729191750288,4.04907678541801,0.58,3.6,11.6284345131118,55.9833333333333,81.378,2.64,2.45,11.0,62.3227979954028,33.7308695159279,83.7200557707994,1.01918652574471,68.4691857596751,5.0,95.0295,6.0,0.515392661094666,-0.30850318074226396,54.3216751049362,17229.9852208875,100.0,88.0666666666667,51.69375,59.2833333333333,55.0,-0.02600681222975267
MLI,-0.7118230462074281,3.1271700859069798,9.686293635351886,2.3621382024769506,10.376516489311625,15.298159718629982,63.1432771397302,13.8658420526899,-1.02613079547882,5.5345284838785,0.020000000000000004,3.54,37.1080417193274,35.7083333333333,81.722,3.08,2.15,13.0,26.45901953966001,15.461555243633208,38.5512373497651,4.06894419813142,30.245745795335605,6.0,79.82670000000002,7.0,-0.6007958054542542,-0.815612316131592,37.7025904458647,3387.12382703395,90.0,63.10000000000001,64.125,39.925,30.0,-0.32788100838661205
