Country_ISO,Control of Corruption: Estimate - WDI,FI_FSI_FSANL - Non-performing loans to total gross loans (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKA - Regulatory capital to assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKNL - Non-performing loans net of provisions to capital (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKRTC - Regulatory Tier 1 capital to risk-weighted assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GC_GOB_TAXD - Proportion of domestic budget funded by domestic taxes (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,Government Effectiveness: Estimate - WDI,High-technology exports (% of manufactured exports) - WDI,ICT goods exports (% of total goods exports) - WDI,ICT goods imports (% total goods imports) - WDI,"ICT service exports (% of service exports, BoP) - WDI",Logistics performance index: Ability to track and trace consignments (1=low to 5=high) - WDI,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high) - WDI,Lower secondary school starting age (years) - WDI,Medium and high-tech exports (% manufactured exports) - WDI,Medium and high-tech manufacturing value added (% manufacturing value added) - WDI,Merchandise exports to high-income economies (% of total merchandise exports) - WDI,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports) - WDI,Merchandise imports from high-income economies (% of total merchandise imports) - WDI,"Primary education, duration (years) - WDI",Primary school starting age (years) - WDI,Regulatory Quality: Estimate - WDI,Rule of Law: Estimate - WDI,"Services, value added (% of GDP) - WDI","Services, value added (annual % growth) - WDI","Services, value added per worker (constant 2015 US$) - WDI",Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100) - WDI,Voice and Accountability: Estimate - WDI
CZE,0.384590119123459,5.45823355942604,6.453443194562109,25.6715438148887,13.857234224843202,42.4372405406538,0.9017294049263,17.8761073763384,15.01,17.79,8.12572810902459,3.6000000000000005,3.3100000000000005,11.0,67.9438789335408,44.9876207832344,93.49819200908259,1.23372062640517,87.5707025686253,5.0,6.0,1.2972921133041402,0.9309191703796389,56.2888177196257,2.5039019837710996,33032.3725112763,60.0,47.125,1.01486504077911
DEU,1.76642882823944,5.528520320052953,6.366999442028028,28.863951930100875,10.755889441401438,46.1937001887584,1.51569378376007,16.8896855327149,5.28,9.54,8.86469684618066,4.18,4.0,10.0,72.1076796612507,59.0754241639029,83.5737510984016,6.92428077599424,82.9911539069397,4.0,6.0,1.5706861019134497,1.63750469684601,62.7061554109343,1.0497216184008196,72835.1103243709,60.0,46.825,1.2977832555770903
DJI,-0.402063727378845,9.825682078909047,12.717059678679748,24.87063830034822,17.735723067451868,44.3718728262056,-1.00690793991089,0.0,0.0,0.37,2.21224106723872,2.42,2.25,11.0,15.313348238515912,9.583979682117425,15.1336332835268,0.0693797930766528,51.3902235615825,5.0,6.0,-0.6763269901275629,-0.7521017789840699,47.739855406258684,6.428681266895366,7598.758696399861,20.0,48.675,-1.26566994190216
DMA,0.77107173204422,5.1425315908966835,7.780258656941843,21.284009315276485,16.22137947750028,69.1424306470328,0.6809270381927492,0.8374123495230991,2.45,4.81,1.50392368189093,3.1947569863669996,2.90926068079076,12.0,22.99679463223853,18.137428833120186,69.604350742669,0.49024154578943496,70.9235753167951,7.0,5.0,0.3475694954395291,0.717768132686615,58.9739388153489,1.77146661718639,44073.52151739851,0.0,50.65625,0.9825404882431032
DNK,2.35235905647278,3.14128983598116,4.11745610870014,18.9664379903874,13.88722221035,78.9351170698912,2.10007047653198,15.468840927864703,3.6499999999999995,7.960000000000001,4.58869451636291,3.9400000000000004,3.58,13.0,52.0970782079812,48.8241079015679,91.3754200065981,3.3190319935965,85.8784274339028,6.000000000000001,7.0,1.8738543987274197,1.8984417915344198,65.7784928937093,1.8761030763980695,90209.2059579755,60.0,47.7375,1.54195690155029
DOM,-0.883080899715424,3.12919420245535,8.96952417946048,-4.94153550473325,14.852765777658497,70.8706606615117,-0.687138080596924,2.34947428003544,1.98,4.76,4.17270143917866,3.17,2.51,12.0,28.556589868856918,21.3146796893451,72.6644423350467,2.24650277615604,66.5723354555718,6.000000000000001,6.0,-0.11602816730737717,-0.855494201183319,60.118453295370905,8.286903097901098,13464.9486727848,60.0,57.88125,0.07386189699172956
DZA,-0.5521472692489621,18.31,7.7303223639416,21.0599996571849,17.6660341802606,93.8771191261806,-0.395901709794998,1.16790041818633,0.0,2.96,4.43224110957147,2.26,1.9700000000000002,11.0,0.458048583120983,9.66152788903916,82.1930681004542,2.21474394103953,70.4786985109439,5.0,6.0,-1.10480070114136,-0.8167933821678163,43.6024032576579,5.8112098241349095,12869.257592256,40.0,51.8375,-1.02233076095581
ECU,-0.707744359970093,3.31543893494616,12.4309074825758,-11.0389699711845,17.0045920017817,68.02541632149205,-0.6745112538337709,8.74026749691863,0.12,6.29,10.952212176792003,2.84,2.32,12.0,23.0383707476584,10.3284934913361,73.4593745823237,2.67747532328536,57.9601171158867,6.000000000000001,6.0,-1.12405169010162,-1.14322912693024,53.5584229032423,6.174691217160471,12464.5895396233,60.0,72.46875,-0.23108083009719801
EGY,-0.5968718528747559,5.724159743736866,11.382703123690488,11.380927649322823,15.846175326320079,42.9788314253031,-0.32130995392799405,0.953019870787645,0.14,3.75,4.18238333263326,2.56,2.11,12.0,25.8750091586069,23.4199197559607,57.010818428710394,4.14408795860005,65.9263638162826,6.000000000000001,6.0,-0.14759804308414481,-0.1748638600111008,46.2327200397812,5.626522306563291,12195.6459820044,50.0,69.08125,-1.18803703784943
ERI,-0.5509647727012631,12.072476758267186,13.858194509404917,24.75272485318822,21.197036012429407,35.65273568485164,-1.39912748336792,0.0,0.0,0.37,9.831997803020526,1.55,1.5000000000000002,12.0,14.6746799859189,6.058126689969,47.1725263977778,10.5569842886275,52.6490724836924,5.0,7.0,-2.16324639320374,-1.35303711891174,38.16899736466914,7.274401407078469,1381.01204261876,20.0,41.35,-2.19829225540161
ESP,1.1600370407104503,4.160862657570307,5.603711418730011,22.704353755029864,9.66274070948954,42.7363998640759,0.942974150180817,6.5581983123657,2.2,6.62,7.798589796390767,3.96,3.4699999999999998,12.0,56.9417444760853,34.7335093385834,83.8641106946775,2.01918597013424,73.8003148846501,6.000000000000001,6.0,1.1581903696060203,1.15678811073303,66.4836210538043,1.0248988313122005,57737.4999628166,60.0,56.7625,1.12254285812378
EST,0.9895362854003907,5.37548640616725,9.00580094150151,34.7732104107648,16.4911161853753,51.1031548005605,1.07666647434235,15.7346506591757,7.95,9.64,8.486181884636391,2.95,3.14,13.0,42.2830663462753,26.7473784718654,89.401132474571,1.5241133511394902,92.1359031476637,6.000000000000001,7.0,1.38820207118988,1.1531299352645898,59.9238449450358,1.3925767976291896,32500.5202028939,60.0,56.0,1.10565173625946
ETH,-0.6941087245941159,3.9574543269657987,11.353287175849553,-8.81427492062067,17.84675138862409,44.4099825466151,-0.48899462819099404,4.90992032279562,0.25,8.31,4.68314443869101,2.89,2.13,13.0,42.3807377194781,10.9217927656316,62.1895567707538,10.4411411181058,53.262983559468495,6.000000000000001,7.0,-0.848106443881989,-0.8075191378593439,41.7550740909194,16.7373995086866,2026.15640287764,50.0,62.13125,-1.34485614299774
FIN,2.15166974067688,0.505748742041625,4.26358624091621,14.511323991881133,13.6171801556135,53.8862764447041,2.22388696670532,13.146863762203498,6.36,8.23,31.6446806050165,4.09,3.86,13.0,48.9780402444658,44.5872678819782,83.9178279758727,6.40612524011944,90.4612289492864,6.000000000000001,7.0,1.8731017112731903,1.9612526893615698,58.967722047122706,1.2418926722047003,80104.9730506734,60.0,60.5,1.48671269416809
FJI,-0.1598979830741881,4.37272928691285,11.8476904014013,15.5860781426301,17.8005432403042,80.8394056706117,-0.9152957201004029,4.22523254435277,0.24,3.87,0.985882130677149,1.96,1.9500000000000002,12.0,9.1970163204135,7.87113815943694,78.7060728592341,18.6841632289247,83.7332038942213,6.000000000000001,6.0,-0.564225971698761,-0.744324743747711,57.48799875626571,2.900662134110819,11808.4383374154,50.0,59.49375,-1.1063551902771
FRA,1.48775613307953,4.3272048253125,3.8899397494160106,18.4179607874149,10.8247813588064,46.5150170572366,1.46266102790833,26.323380007467495,4.41,7.33,6.992468174447559,4.01,3.6299999999999994,11.0,65.7688492250917,45.4471658618367,82.7179389794953,4.19241567616006,83.9568585503102,5.0,6.0,1.3101607561111497,1.4997315406799303,70.7106511172851,2.3432473972547103,79241.9488177314,60.0,48.05,1.20285654067993
FSM,-0.2594193518161769,13.568608235982913,8.067092546211748,57.82323556816188,16.13562041627805,13.658007007140801,-0.46983522176742587,1.5559600575510684,1.2825058759869965,2.27,4.74549468487591,2.694573709378046,2.3520902721805372,12.0,25.060492860884942,14.425845591339876,96.41670562409999,2.59320225214379,90.9267713393634,6.000000000000001,6.0,-0.7540096640586847,0.14250549674034077,60.45994927756521,2.2148031292961607,29617.004276655513,20.0,32.61875,1.0508940219879201
GAB,-0.905257821083069,3.15900690596519,9.87144834537989,1.9118672925263398,23.5518080236293,51.49644360287482,-0.7959740757942201,25.275426003424,7.877745447040526,7.466765436857527,1.24769443265439,2.67,2.23,12.0,10.0865457090846,5.38501336552557,82.6457503417499,11.8067271349661,76.1395019120054,6.000000000000001,6.0,-0.4355333149433141,-0.46141034364700295,30.8276344945018,6.495800468815219,18421.5172283244,40.0,39.4875,-0.865145206451416
GBR,1.6056739091873202,3.95483378788783,4.46978809972292,16.8649363390134,13.232288291755602,55.1238599595648,1.6179975271225002,23.3036586296348,5.78,9.49,7.195664030847852,4.13,3.7400000000000007,11.0,63.23230766543531,45.1873714036776,86.2407912440908,4.18687003726287,78.7842461875438,6.000000000000001,5.0,1.73051977157593,1.77469253540039,71.0022471298192,3.1050984819157197,80535.5646531112,60.0,53.60625,1.28999388217926
GEO,0.012301577255129844,5.91968270460939,12.7439690840371,6.98161800966068,13.6701829594768,71.568252661295,0.32738780975341786,2.03327277161263,0.28,5.19,1.98010819470687,2.67,2.37,12.0,48.9839636081143,16.9885028692414,42.3017155267221,1.80324375704909,46.8722864531819,6.000000000000001,6.0,0.5866398215293879,-0.20598497986793496,62.446151067768305,15.2215094720511,11177.3078065607,50.0,55.0875,-0.16091321408748593
GHA,0.01428046915680162,18.0818565043657,12.4352584600057,19.0392007737971,18.5682837658166,50.4157933819025,-0.10277408361434905,2.40120522287488,0.02,7.13,9.19748146550013,2.51,2.35,12.0,24.993974573559996,4.34506197887756,32.2921390658844,1.89948950163499,61.8855188189976,6.000000000000001,6.0,0.05354845896363263,-0.03329335153102881,48.1811608328439,9.823398827062451,3463.9819749361,50.0,53.73125,0.514764845371246
GIN,-1.22193884849548,11.39096230313594,13.19701363583762,29.41895908287528,22.126862837758114,30.232578183710388,-1.12180197238922,4.113520770645972,0.6603224818953362,3.478300198160053,52.3473802275276,2.89,2.34,13.0,13.36606019815029,20.6759674530715,87.9974270017534,2.12602567262392,63.0544205963675,6.000000000000001,7.0,-1.059894323349,-1.48563277721405,43.4042055577507,4.23109505115885,2819.21592757901,20.0,42.20625,-0.9179649949073792
GMB,-0.587572574615479,14.5159542755099,16.0410427539124,17.010844564365204,25.5662018458088,44.044176966701066,-0.747090220451355,0.0,0.12,1.78,9.949553409403231,2.27,2.38,13.0,0.583828372338368,3.89840880466841,40.2451123349238,5.37240514700123,47.811803716155104,6.000000000000001,7.0,-0.4805374741554261,-0.5706871151924129,49.2005371228435,2.5891566778720096,2486.15346059988,20.0,54.775,-1.07546448707581
GNB,-1.16155707836151,13.659549814059057,14.525534904749065,40.671391443782525,23.062186049202623,31.683475999003285,-1.07034814357758,0.0,0.0,0.37,43.4871561718572,1.7099999999999997,1.89,13.0,2.486756719972249,9.117391653926424,21.3951096747283,13.897798618458701,58.7218187705379,6.000000000000001,7.0,-1.12364184856415,-1.33695018291473,40.7970506467317,7.30734423085384,2722.53671514487,20.0,41.5125,-0.8229920864105221
GNQ,-1.23483073711395,4.72033072957954,8.24937272327286,-4.21552818144519,20.0988156034396,24.331056561779,-1.25614047050476,5.1548513401396825,0.0,2.91776975333573,11.817563698504838,2.4954193782853635,2.1837884621452,13.0,20.647491009137266,12.87418644714794,80.5829892932561,6.20303286177491,56.0662389060254,6.000000000000001,7.0,-1.54846596717834,-1.0107092857360802,24.7325512094271,14.6880678832699,29640.322011461303,0.0,48.45,-1.86019432544708
GRC,-0.06251166760921487,5.62295516381546,5.31702891281937,24.3366340171845,11.269464617894602,40.27332761067821,0.4929127991199488,11.5956558548605,1.99,4.83,2.30300659080194,3.31,2.48,12.0,29.1488553775107,14.7147389590861,72.82151024394,2.45355069017887,77.7148612439378,6.000000000000001,6.0,0.6428214907646179,0.583895683288574,70.215254321143,-4.89779111864812,53409.3016702455,60.0,47.3125,0.897718012332916
GRD,0.47588443756103505,6.421551494572264,7.609797375024198,30.427927940210818,14.708138284507442,75.5131382334358,0.19069316983223014,2.02700072608826,1.55,4.48,4.36081402782583,3.0811568078461007,2.7364862265206127,12.0,20.377089753658243,18.132863112583752,70.1430905953247,0.11516559357904399,78.7560503195607,7.0,5.0,0.27222862839698797,0.11838939785957303,68.3658862297886,-1.67604537474362,35827.29233508605,20.0,53.3375,0.7911725044250489
GTM,-0.5407844185829159,2.11039674737653,6.725988958515951,4.44435604755565,11.187066816969303,71.9943314100763,-0.7207546234130858,6.33675998210945,0.88,6.81,16.4955790751554,2.71,2.33,13.0,20.3256992609752,22.402644565687705,56.99225574206981,1.21160443572875,59.6549534762373,6.000000000000001,7.0,-0.17224489152431516,-0.9441238641738892,59.46959810424231,3.717792953306709,13775.6032489955,50.0,69.1625,-0.30328357219696017
GUY,-0.562469244003296,8.538542248185149,10.962648331947229,18.55949364753022,19.41981615773457,46.12310826238272,-0.122200235724449,0.189114950894458,0.06,2.91,20.6597535604568,2.28,2.02,12.0,12.787891182123035,12.160083032125176,82.6054548583916,0.9927995559586561,69.1176127314089,6.000000000000001,6.0,-0.6052412390708922,-0.477120876312256,41.5645777782864,5.813311058346878,11719.510005373,20.0,60.14375,0.066198378801346
HND,-0.889169752597809,3.66354687451701,11.118412370009848,-4.20617548180823,16.350700630120233,57.1343333933352,-0.636895477771759,2.63147112668519,0.15,5.87,10.0619738358671,2.83,2.39,12.0,25.992548449129302,7.163458027002811,68.4872302922193,2.9535634461222195,56.4417485583088,6.000000000000001,6.0,-0.24657230079174,-0.875314056873322,60.635445694085305,4.951871222450591,6418.964161186021,50.0,66.3625,-0.503610491752625
HRV,0.023101465776562816,11.5855332193819,12.8526946521434,36.9874316457682,17.5010648336224,51.5078750958066,0.581434488296509,10.1821121281211,2.1,5.52,3.6205174970303,2.82,2.62,11.0,49.4575522744224,28.9621550997267,72.4944506981671,1.55918513179703,77.4716253244613,4.0,7.0,0.4894832968711852,0.08046903461217905,59.836153389087606,1.3594999658464992,30208.1750258279,60.0,52.13125,0.47642835974693315
HTI,-1.1893208026886,11.543835600604533,8.918156175822308,35.8488713116801,15.193064186227193,49.49837172028243,-1.64757931232452,0.19582535849309884,0.0,1.9359913007952574,3.6534022091484397,2.43,2.12,12.0,3.79611579390163,5.25965650668658,92.8979229619671,1.86327776358998,54.4074059428212,6.000000000000001,6.0,-1.02823603153229,-1.38317584991455,52.5004487393192,-4.72424965993818,4681.2103308411,40.0,40.325,-0.7115123271942139
HUN,0.303954064846039,10.0371610997272,8.27069932264254,40.0569517054052,11.312876783676503,51.5612526266571,0.6448226571083067,25.9226978578988,25.59,21.2,8.42737470630228,2.87,2.83,11.0,77.6285447230385,54.62661795927371,89.4158513243644,2.01745102658011,85.3559599398392,4.0,7.0,1.01445388793945,0.7726693749427797,56.627011803049406,2.22095095521438,23753.284693197,60.0,46.56875,0.8942372202873232
IDN,-0.803534507751465,2.31233314887669,8.18652095676075,6.866138254919788,14.009317019599598,70.5672693035426,-0.2669410109519959,12.3118145549136,4.980000000000001,8.49,7.4367107367121505,2.77,2.43,13.0,29.0528283248828,39.6800381597284,63.8385650483356,22.6052267831501,62.9903755131609,6.000000000000001,7.0,-0.38086059689521806,-0.6560449004173279,40.6659902908934,8.41445195583989,5645.7521111552605,60.0,66.90625,-0.03774846345186244
IND,-0.4637545645236971,8.861291484704948,11.634658024133943,18.16285372316811,18.75781648816492,62.2068972008655,0.03165598586201681,7.730160327555921,2.0,6.31,46.335545842622,3.14,2.7,11.0,28.2412482431593,38.1279927967049,65.311516426358,14.768407295511798,61.7244035101486,5.0,6.0,-0.41047203540801996,-0.035810820758342674,45.0337495625601,7.835665991229529,5904.405808910471,40.0,54.65625,0.44331297278404197
IRL,1.68115770816803,12.4666710113595,8.38672321121946,85.69892164735572,21.784571085982,34.8809678126327,1.3443037271499603,22.9145841859064,6.89,9.55,42.5346393532131,4.02,3.6,13.0,53.7307485649223,61.6940047310695,93.45933962548271,2.87767052387073,90.5657554129673,8.0,5.0,1.6184329986572301,1.76081323623657,66.7587910328311,2.7690348400809306,94777.9440282079,60.0,45.49375,1.32443165779114
IRN,-0.948633968830109,6.61642657648505,10.246707169224168,20.433731159630618,14.468425460270309,59.38473165302791,-0.49773833155632013,3.1101327449880736,0.04,3.63,8.332858868396306,2.5,2.22,11.0,23.9142458946507,45.0308616164768,49.0835613679211,21.6158566311409,76.4331309248473,5.0,6.0,-1.70923280715942,-1.02666425704956,51.1373145239641,5.32990192892879,20857.1934388666,60.0,63.40625000000001,-1.60616195201874
IRQ,-1.3631272315979,5.910431165237039,8.85178934648779,4.959790841362969,16.260532846613984,65.40651254029423,-1.1039627790451,3.605753525932763,0.0,4.465778249697725,0.751693958215697,1.96,2.07,12.0,8.91153412145439,6.80843948337762,67.3687980105916,12.0668735966902,27.783585403679496,6.000000000000001,6.0,-1.02928555011749,-1.70723676681519,39.6860480275684,7.871868453295619,15398.9424108504,30.0,61.875,-0.991843640804291
ISL,1.93496966362,6.967041629459967,4.162853125834197,33.301904384273136,14.09313600691245,58.1446960966933,1.5804021358490001,21.1566266143317,0.07,4.26,4.58882483500187,3.14,3.22,13.0,43.7236690357977,16.5673899831543,95.7951018020763,0.838438334090501,78.5767558107416,7.0,6.0,0.920679152011871,1.7066158056259202,62.11908154229031,-1.84560050011159,78656.6545054418,40.0,41.44375,1.44575238227844
ISR,0.750026702880859,6.303321882384527,6.69663709796466,43.76265083457033,8.50177252292397,62.2594190852829,1.3862290382385298,19.3753611640664,12.29,9.2,35.3467349909934,3.39,3.1199999999999997,12.0,55.78857970102641,61.9708449218375,78.4890766937292,6.55291127293787,77.6535989823396,6.000000000000001,6.0,1.21482515335083,0.909712016582489,66.8073454381095,3.47490443281984,65252.01538425641,60.0,39.55,0.583845376968384
ITA,0.283443719148636,10.0278370674613,4.97901089089455,60.1726606163307,8.66678213722371,57.064179290528706,0.4673003554344182,8.01620176122679,2.15,7.73,8.029722016223001,3.8299999999999996,3.38,11.0,53.9328576845319,41.1063710993368,81.0677217642115,3.57961943771563,71.4529332120598,5.0,6.0,0.8943505883216861,0.45477318763732894,66.4497865718155,1.0279049941246703,81134.3240405165,60.0,58.68125,0.962826371192932
JAM,-0.2657387256622311,8.241487021766046,9.800674593673625,28.08767639039875,15.374383442776434,71.9900259647018,0.2972993552684781,2.97040987376041,0.39,3.88,6.35654295492304,3.07,2.0,12.0,5.51412500663774,18.7673030963079,93.1886391409081,1.17116934359771,67.6566786241823,6.000000000000001,6.0,0.23388782143592796,-0.4323717951774599,66.5416067752678,-1.7637605322751895,12736.9879410522,40.0,60.95,0.4628276824951169
JOR,0.0383146591484547,5.969455467236827,10.980561716014646,19.43015636692395,14.581370003820398,44.6132382576346,0.0858596563339234,2.8620532442926,1.29,4.26,6.378591207909577,2.33,2.31,12.0,47.2975913607421,23.9573622954209,44.2742790538467,6.15512060020704,64.7820071190036,6.000000000000001,6.0,0.22959055006504103,0.14615401625633187,59.115282163753804,3.382393680929379,16836.6661594326,60.0,64.725,-0.799314975738525
JPN,1.55362319946289,1.0338563597137627,5.830642984400185,15.348394620419464,10.041929722727927,40.1587847277738,1.52235090732574,19.1226872782363,10.68,11.98,1.32400959349869,4.13,3.79,12.0,79.7516625088543,53.6952077324694,62.0311268234123,30.998961837710397,57.2027377962761,6.000000000000001,6.0,1.0166825056076003,1.3196586370468097,70.5441965333058,1.2014963748843397,66866.1769086679,60.0,56.21875,1.04070508480072
KAZ,-1.00106000900269,20.9306236433774,10.170039820498,37.6246099530603,13.046853248748402,95.6564826794332,-0.4929052591323848,35.3582043150333,0.05,4.97,2.27210399113184,2.7,2.38,11.0,37.1907857672908,12.7474887583189,71.2284818443052,17.9897245024204,65.9914149959577,4.0,7.0,-0.28309416770935086,-0.695639729499817,51.6800394874896,7.099999999999799,17524.0745873091,60.0,66.25625,-1.13225626945496
KEN,-0.911055028438568,5.13264404953777,11.6650560497003,9.374276487188329,18.6525396695931,72.3935770731869,-0.582948446273804,6.71761896936788,1.35,7.22,9.468626405024052,2.89,2.23,12.0,24.9278162315006,10.788664403434701,39.2944180781351,1.4277612095128498,55.6912471575112,6.000000000000001,6.0,-0.13640081882476807,-0.953961968421936,56.99824606755,7.29706458877524,5293.591704229021,30.0,64.3625,-0.21893301606178286
KGZ,-1.17509734630585,14.7757186410975,15.6106698385287,11.5937558126989,26.5165563412986,54.7443061957418,-0.6567638516426089,1.23075543833002,0.56,2.71,3.80589430154291,2.33,2.44,11.0,19.9450875084768,3.4458398949745703,76.3389142635959,2.06223674269822,54.8889852332642,4.0,7.0,-0.26139461994171115,-1.26945745944977,49.3384967869844,-1.1987682758847997,2252.24018097534,60.0,67.70625,-0.934311151504517
KHM,-1.24900782108307,3.14187854787213,18.9831395127209,3.964165032788129,29.968846796708895,49.906849262401,-0.96263325214386,0.15340939623565,0.09,2.55,4.12967525849762,2.5,2.28,12.0,7.94081222304508,0.259529188603816,92.17931919225,6.09964357990113,42.7461285921568,6.000000000000001,6.0,-0.49104791879653903,-1.12309193611145,39.7207719064236,5.076709090634109,2877.09962883562,30.0,66.31875,-0.9272404909133911
KIR,-0.06566591560840604,11.414706121855422,8.285383732199339,37.76777540554908,15.51445413939238,27.1727648876569,-0.880354702472687,0.0,0.0,1.8199999999999998,2.71949540621699,2.5288282672427376,2.099585669134346,12.0,17.60910491973877,9.865716629297683,93.6052436134358,6.3947563865642,63.662498845480506,6.000000000000001,6.0,-1.31824922561646,0.061862401664256994,62.8655191985669,1.5197280574966094,20953.562824766814,30.0,43.79375,0.6353967785835268
KNA,1.3017727136611903,4.089820002456622,8.887120376992943,28.052092250609125,16.886385230244702,53.9493501470797,1.2564690113067603,1.30105192732827,19.27,4.54,1.25248394458256,3.269469108068555,3.0659989403885297,12.0,38.2839648033327,26.331666928249316,89.8149938622721,0.0150066679429884,91.4095148294603,7.0,5.0,1.14055967330933,0.9765463471412662,65.8023152948339,2.4932763803195703,50011.056898383926,0.0,47.3875,1.1656980514526398
KOR,0.4266567230224611,0.588001422921593,7.0972523104612,2.8511756767972107,11.586679479817802,72.3254399957051,1.14781618118286,32.1343974843399,21.4,11.88,1.2432985688745,3.8299999999999996,3.33,12.0,75.8477072217529,61.2256222243072,51.0958604511241,33.9801865268936,66.5194094045325,6.000000000000001,6.0,0.9183713793754582,1.0082075595855702,54.8789736739052,5.06245491167134,43679.8097140411,60.0,61.2875,0.7410721778869629
KWT,0.29807782173156705,8.95258546965769,11.4926070127833,31.151128266010595,17.2757244495082,2.02537975870476,0.14523318409919725,3.10999701123585,0.16,6.6,39.4922566624292,3.44,3.03,11.0,13.554282536919498,15.3261971061604,43.8819981981775,19.8123880926724,68.5231657014999,5.0,6.0,0.15838271379470795,0.5857735872268678,47.0401906716711,3.8169784695927493,52652.3960996428,40.0,38.0125,-0.524435043334961
LAO,-1.19573104381561,3.538760383830306,13.699770492227131,-9.18330564958022,19.869975193086365,60.7283448198856,-0.8688461184501648,6.32582354738959,0.08,4.55,5.33455790712212,2.45,2.17,11.0,4.0943686002074,3.77477524554387,9.3596848451281,87.2811602129564,8.68914455941569,5.0,6.0,-1.0160968303680398,-0.9743540883064271,43.5714766178165,9.771788677041869,1381.01204261876,40.0,62.01875,-1.67684030532837
LBN,-0.915250718593597,8.203148639657872,7.042726350259182,36.007018957111605,11.357863174061702,60.94816638800479,-0.14346000552177407,24.1167234468679,7.11,2.79,2.94312097895739,3.16,3.2700000000000005,12.0,46.808162225112504,19.9496007592459,49.0262868263006,1.63194180480576,66.9100402155945,6.000000000000001,6.0,0.02231169305741793,-0.6447492241859439,71.8617767348569,8.578166741291,29606.114319072305,30.0,57.4,-0.331291496753693
LBR,-0.5745742321014401,8.266983815265682,8.756016215249105,17.383346963402847,15.41143092147616,75.299006749511,-1.2520444393158,2.203046298659629,0.0,4.887466611163493,7.21906861652726,2.38,2.28,12.0,10.910333725844414,13.182344754558743,40.5006464667707,8.51879921117399,32.0218109854527,6.000000000000001,6.0,-1.04009187221527,-0.9733393788337709,52.5302337337337,11.977712927881301,1381.01204261876,40.0,51.78125,-0.2113857269287112
LBY,-1.26290345191956,8.138154577283775,9.910273742426437,19.580189341912458,18.61972039160284,42.86218409405074,-1.08740437030792,5.743838672553193,1.770490837930239,3.58,2.92611558156547,2.08,2.15,12.0,9.31445987916022,16.0558464292641,73.5094733980045,21.3609838213367,49.4889118742967,6.000000000000001,6.0,-1.29825878143311,-1.00942170619965,32.1610487205157,12.8088565915974,27137.4299802994,20.0,36.04375,-1.94041454792023
LCA,1.2867397069931,5.703438050075571,6.778955181926206,21.333875158861503,14.736969147665045,84.6983297223192,0.8322443962097171,13.778105428161078,8.04,4.39,1.7604476322418798,2.89374573642812,2.62278584426843,12.0,45.784847336753,7.82918149466192,93.004292419088,0.322874032425134,88.0155842219162,7.0,5.0,0.3475694954395291,0.8529388308525088,74.0905547615954,2.7703309009599293,25518.7917062936,40.0,53.84375,1.20220327377319
LIE,1.8391171693801902,11.367152830083716,8.96028959083925,57.2607566176459,18.06198747293323,28.98725382090892,1.7781414985656696,11.581270019099339,5.700277329455292,4.366555893314576,12.831927471084404,3.695227220495785,3.4982774528350804,12.0,51.8371772406747,32.52666041435605,90.60802200172914,3.764534167897666,99.15691557299378,5.0,7.0,1.52523505687714,1.61671948432922,65.4238182763532,0.5869999225715423,83009.27214806381,10.0,21.8,1.58691143989563
LKA,-0.41968291997909507,7.373841035871474,11.735928706139354,9.090329308236106,16.621816916459682,58.4973039504523,-0.20190942287445104,1.13007239627557,0.46,2.95,14.0773344003492,2.23,1.96,10.0,9.47740838599946,9.75558454143609,76.5898402579297,4.13949518857162,55.1242153202288,5.0,5.0,-0.24819131195545194,-0.1184141337871552,53.0103501842047,8.025530837524608,9320.38044517669,60.0,67.39375,-0.505228579044342
LSO,0.184215262532234,3.03446782401745,5.18042670494125,5.78801598810032,13.4185916545941,51.5573490095164,-0.3965152800083158,2.760030851467351,1.23,5.63,1.6951843048647197,2.5699546788307925,2.4303749827687176,13.0,20.01199653405581,11.812923600457719,21.7564911781791,0.232842435297784,15.3148969680968,7.0,6.0,-0.630146682262421,-0.29012939333915694,53.84333484589,4.51922220871595,3183.04488612031,40.0,53.975,-0.10152934491634383
LTU,0.3724218010902402,21.3129447476114,7.96194675399117,99.38677522162781,10.9499319179037,39.2293409823968,0.738227605819702,11.2469941524538,2.71,4.12,3.18523042963089,3.2699999999999996,2.79,11.0,37.8258647639303,22.8072775129035,85.6276532058712,0.301916219517925,91.976959618868,4.0,7.0,0.960122764110565,0.7763260602951049,60.0343254564853,-0.15064266057915207,24997.7468626637,60.0,43.79375,0.9156548380851752
