Country_ISO,Control of Corruption: Estimate - WDI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) - WDI",FI_FSI_FSANL - Non-performing loans to total gross loans (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSERA - Return on assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKA - Regulatory capital to assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSLS - Liquid assets to short term liabilities (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,Government Effectiveness: Estimate - WDI,High-technology exports (% of manufactured exports) - WDI,ICT goods exports (% of total goods exports) - WDI,ICT goods imports (% total goods imports) - WDI,"ICT service exports (% of service exports, BoP) - WDI",Labor force with advanced education (% of total working-age population with advanced education) - WDI,Logistics performance index: Ability to track and trace consignments (1=low to 5=high) - WDI,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high) - WDI,Lower secondary school starting age (years) - WDI,Medium and high-tech exports (% manufactured exports) - WDI,Medium and high-tech manufacturing value added (% manufacturing value added) - WDI,Merchandise exports to high-income economies (% of total merchandise exports) - WDI,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports) - WDI,Merchandise imports from high-income economies (% of total merchandise imports) - WDI,"Primary education, duration (years) - WDI",Primary school starting age (years) - WDI,Regulatory Quality: Estimate - WDI,Rule of Law: Estimate - WDI,SG_STT_ODIN - Open Data Inventory (ODIN) Coverage Index - Goal 17 - Reporting Type: G - Units: INDEX - Nature: E - SDG,"Services, value added (% of GDP) - WDI","Services, value added per worker (constant 2015 US$) - WDI",Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100) - WDI,Voice and Accountability: Estimate - WDI
CHL,0.9681240320205692,20.2839308500317,1.66548621052272,1.6909915008970102,7.34074861268968,39.43276717009351,0.5462182760238649,6.93672684116693,0.29,5.5,5.99142162851181,84.06,2.9999999999999996,3.0000000000000004,12.0,7.602086283507341,20.3692105521671,42.9706961097237,41.44296764139,42.7302131603802,6.0,6.0,0.9784111380577087,0.6884544491767879,55.9,55.3720887582081,27709.779799691798,100.0,85.5666666666667,75.31875,74.65,95.0,0.9767693877220148
CHN,0.016063671559095456,16.986077209254727,8.114253506831423,0.9800940450452414,8.020232827879834,118.19532758788975,0.49421253800392184,27.7650612563156,22.64,22.14,15.0052134014711,68.25250397231518,3.8000000000000003,3.3,12.0,60.4747948650675,41.4512685217902,67.4104099429912,13.826377119416598,69.3711528114981,6.0,6.0,-0.4184176325798031,-0.042176291346549794,44.39999999999999,54.9575804271762,27756.1793227469,73.4,43.8,73.8625,38.275,50.0,-1.60137104988098
CIV,-0.338705569505692,10.595845632220993,7.212738074204775,2.4454440103344486,9.781513797570783,66.56191032023267,-0.3337724208831789,3.55657032872416,0.07376225382156165,2.7635310112774194,9.04993189850152,73.752,2.7079914634181685,2.4539557908185747,12.0,22.0584196458655,14.989795857178,45.2220211270073,16.4545286931777,42.5776258278794,6.0,6.0,-0.15201295912265794,-0.47401824593543995,15.6,52.96555738401581,7689.54605147147,80.0,58.1,72.96875,42.7,64.99999999999999,-0.393042325973511
CMR,-1.12971425056458,8.239416796451263,13.0335434836112,2.2829937265206905,6.71017914594434,187.67769969079603,-0.8815078139305109,3.28864706003967,2.708086877846394,0.8304911003055645,4.10449456493444,65.29867137861147,1.8,2.1,12.0,13.1186841737375,7.61195832912182,58.0078144301462,11.7700883563423,50.2209732848102,6.0,6.0,-0.8988894820213321,-1.0389356613159202,41.6,49.4045983659894,4737.57303691734,70.0,65.2333333333333,79.225,33.45,45.0,-1.14725351333618
COD,-1.54492211341858,3.7417860544716963,7.43429969657723,2.2172680156100504,5.50480074111525,64.3830211558432,-1.7466747760772698,0.723158681595087,0.9102751015236955,0.21,2.77794231699552,72.72078976354248,2.5,2.3,12.0,10.922435727420853,12.95554000280388,26.5543366075043,49.8928515216555,37.8471607455251,6.0,6.0,-1.47606945037842,-1.67178452014923,27.8,43.75856759548369,1975.72282049384,40.0,62.43333333333331,63.1,21.074999999999996,40.0,-1.19144213199615
COG,-1.35977947711945,3.4288421328030605,16.8267116551663,2.39389578427999,11.2289993811619,173.608973708253,-1.37009811401367,4.32722654163177,5.761607317979499,2.774947288704161,6.741857662076811,67.66484285149467,2.7,2.3,12.0,47.459797339696294,2.41531841479683,25.601586533328096,43.580898544002,38.9725934188762,6.0,6.0,-1.26143133640289,-1.09034621715546,19.87794842177245,37.3148215907803,5018.13074774587,30.000000000000004,29.4333333333333,59.381249999999994,18.6,25.0,-1.19919466972351
COL,-0.362088114023209,16.2004612243704,2.46797285484093,2.2139148948022904,10.7366688950305,33.8864003748652,0.013796379789709972,8.40182637186439,2.0731408880567255,7.174225441613799,11.4222706353298,80.584,3.1,2.5,11.0,39.3196879092464,24.192386584999298,66.2432231743369,4.62158100022421,49.7042958619268,5.0,6.0,0.14044916629791313,-0.42776024341583313,60.3,54.908743854001,14271.069568722798,80.0,85.2,87.94375,77.975,80.0,0.16868717968463906
COM,-1.24499189853668,14.056170463562001,15.355159373383046,2.0316572069169796,9.618432429915181,90.59876076658749,-1.68305671215057,0.307330846524193,0.0,0.21,10.7190207458257,66.96766858965299,2.349327419120199,2.11179305293086,12.0,20.857033916859013,21.62499958478225,46.5636969385836,1.63993727632748,62.42912074194221,6.0,6.0,-1.20053803920746,-1.3146048784256,35.327228472529264,51.1982629052083,4205.28376366198,80.0,50.60446807882761,64.325,38.24201349992061,40.0,-0.8513242602348331
CPV,0.9598752856254579,16.03302321331548,11.3221139807897,1.3283041310632837,8.06799039499037,38.82888612094107,0.020835928618907974,3.47654000154602,0.0,1.164700204561604,1.78841584326536,73.77370830430146,2.982464560703873,2.6893732907445402,12.0,0.063651496369782,27.1,82.1198332234956,0.0796487364274692,75.9675389234089,6.0,6.0,0.263682216405869,0.39866092801094105,45.3,69.0054495299915,11220.1143973472,80.0,64.6666666666667,67.61875,68.725,45.0,0.9460427165031431
CRI,0.46585777401924094,20.473214017847166,2.10881876900767,1.6624766009949399,9.69044640718479,68.2594862779759,0.05260266736149798,21.9748960011818,8.628098506793192,8.044935159671871,14.6570142441585,74.54,2.9,2.8,12.0,54.1012596731741,14.1568658248413,73.9627526296667,2.67729118926227,61.7028859468525,6.0,6.0,0.5670617222785947,0.4359327852725978,51.2,67.2830902367432,31254.905819096,100.0,86.6666666666667,90.30625,78.5,95.0,1.07340776920319
CUB,-0.06926567852497105,14.096390197280016,14.952633826229048,2.158296174988737,10.018286209719832,89.22324673736951,-0.35090613365173307,7.87558913182664,2.740102440524576,4.179257859789302,7.919833734828684,71.33328797820998,2.4,2.0,12.0,15.6935768075301,16.22284767909,70.4461385239721,20.6099070959655,52.4388628894586,6.0,6.0,-1.38185942173004,-0.46144968271255493,54.0,74.5950436981612,19937.9526638486,40.0,63.85450165450955,66.35,44.005849083392995,40.05607966429149,-1.33931243419647
CYP,0.4214452207088471,33.1646376632781,7.65863990451332,0.4960971393409652,6.8692151867296,47.6060172842817,0.730335235595703,17.6595981229011,1.6600000000000001,3.81,28.9014818432814,82.881,3.4000000000000004,2.9,12.0,33.2016799428536,27.6845334297279,63.852865286564,6.34237420842054,82.9017055543843,6.0,6.0,0.7737538218498231,0.5701257586479193,50.0,77.1560605407942,40151.3961974221,100.0,90.5666666666667,67.94375,75.15,95.0,0.8503503799438479
CZE,0.6630745530128481,22.2876637269128,1.45546035998428,1.3430449908300899,6.71877993186336,40.25229020696511,1.0934188365936302,21.8353618959526,16.1,16.72,19.8751046411315,76.958,3.2,3.0000000000000004,11.0,70.6562064153473,49.9138071858619,93.3716155652486,1.41608780349655,79.9175927418171,5.0,6.0,1.3858983516693097,1.1003965139389,72.1,59.7439357764226,39936.4245850904,100.0,89.1,72.90625,86.075,100.0,1.04114127159119
DEU,1.81836342811584,29.575744126838,1.36045895638049,0.7890171086415987,6.91167654841313,34.1413911710015,1.2892996072769198,17.4981505573659,4.77,7.48,9.81289802513948,72.707,4.2,3.9000000000000004,10.0,71.7057471388003,57.9214681677502,83.6817169752654,8.06505074429794,81.6194907520441,4.0,6.0,1.52229499816895,1.53199517726898,72.2,63.480682510358704,78739.3892564797,100.0,94.8666666666667,82.36875,86.675,95.0,1.41448700428009
DJI,-0.793266594409943,9.63605543473857,4.308800034779,1.67577560395964,7.12026263396302,100.0,-0.7868021130561831,3.02417742085029,0.8083320298814074,1.7582426931304163,8.98183241669397,81.16179236648644,2.7,2.6,11.0,26.58117458524547,18.302136606627386,7.90426037817267,2.95731991062994,41.5526211801913,5.0,6.0,-0.8997994065284731,-1.10264074802399,30.699999999999996,76.3885243704718,14928.1088644895,50.0,59.4666666666667,53.35,15.566666666666702,45.0,-1.2912232875824
DMA,0.5395861864089971,11.777164780076527,13.791038,-0.9397950000000003,6.383989,55.580579,-0.09732352197170273,27.5946626639549,11.37649774485847,8.355031596326745,2.04104487790786,86.98374447854965,3.026038104689286,2.9000104035422325,12.0,28.748418135168613,7.930474094829682,77.9002047643374,0.122476754891736,80.4700346320604,7.0,5.0,0.3415094316005712,0.7341804504394531,24.2,58.6517027587724,32987.626215507524,30.000000000000004,28.2666666666667,50.9625,39.3833333333333,30.0,0.7967692613601682
DNK,2.40263819694519,33.0808151718898,1.06709343159149,0.28879740885451105,4.8762542910537,51.96530675324839,1.9901350736618002,15.988289228271999,3.71,6.89,5.68593503155571,77.127,4.3,4.1,13.0,57.2816957226599,55.0829360297487,87.5443117499023,6.02123933511907,83.9335625399094,7.0,6.0,1.8431274890899703,1.8995805978775,76.5,66.429806790063,94058.864863841,100.0,98.4666666666667,80.45,87.1,100.0,1.5912543535232497
DOM,-0.4398077726364139,13.00625141275802,4.53871294404811,2.3616919430973917,9.929357108398623,50.670944433924106,-0.06846106052398676,6.01879055876862,0.56,2.87,0.567495139509222,81.997,2.4,2.6,12.0,22.94598190699686,2.25700633254697,76.9838198004959,3.06683085907852,60.924114072489296,6.0,6.0,0.06954778730869288,-0.09335335344076152,56.4,58.3198656685618,16649.1463015901,100.0,67.9666666666667,73.6,49.475,75.0,0.31311714649200406
DZA,-0.6380410790443422,10.632243132882666,20.2617537290557,1.4731268657018803,8.431163307932062,108.528582423237,-0.5134994983673101,4.845579735346065,0.0,0.21,2.47399618674578,72.48058667677098,2.5,2.3,11.0,3.94875378317932,2.69326223080799,81.6413959960573,5.67243647145709,59.532286580258294,5.0,6.0,-1.06357324123383,-0.8332599997520451,36.9,42.746300043769494,16597.8029293829,80.0,57.8333333333333,73.225,43.475,50.0,-1.01191890239716
ECU,-0.63026487827301,17.0799999237061,3.72601788666604,1.8227108717421403,11.2402028697542,34.3952165406362,-0.309278339147568,6.71157923405729,0.2910612521685172,3.8574778656262687,1.98882746778348,77.853,2.6344641388859897,2.4708210599298166,12.0,7.76607527260563,13.8853360470678,67.2219294099174,19.653440054696,51.53411961776771,6.0,6.0,-0.4597215354442599,-0.620780825614929,62.3,58.2031787469141,15050.9062849001,100.0,89.1,86.11875,57.66666666666671,60.0,0.027394710108637938
EGY,-0.678962171077728,17.258428468973996,7.98995159112331,2.3540804742201744,10.049507251125846,81.4177728273486,-0.44823130965232794,3.40204987508041,2.38,2.55,5.24298133642435,64.216,2.9,2.8,12.0,35.5868712679487,18.7907120218854,62.29793283691059,5.6797185869626,62.6263865868855,6.0,6.0,-0.7139208316802979,-0.2656045258045199,52.50000000000001,51.4288499840612,14900.192750224802,80.0,77.1,80.53125,72.1333333333333,69.99999999999999,-1.45044994354248
ERI,-1.28224623203278,6.383728838436651,25.229140894102994,2.230410329227045,10.223675850481056,137.0781176232354,-1.73129761219025,13.678404995846268,8.010641618847094,2.6859147635581873,6.246812460439418,65.48796413162744,2.1134290069786523,1.9278805591222152,11.0,14.6746799859189,10.1968014417239,20.8200264691192,77.945149459071,41.837789070949,5.0,6.0,-2.36939263343811,-1.77305948734283,13.383277901762622,39.89939441358654,1089.69310153583,16.6,28.244279262341273,46.1625,6.441151268142708,10.0,-1.88292789459229
ESP,0.6854161620140081,24.1534196804545,3.06044108799909,0.8613195342103169,5.52036620087101,25.2969089341647,0.9202303886413569,12.5837187911388,1.37,4.33,10.4976449019928,78.619,4.1,3.6,12.0,52.7753944931088,37.8078594164707,84.1600123088657,2.9471924644628,68.4718390538372,6.0,6.0,0.7970744371414178,0.7991676926612852,72.1,67.6016434775846,60272.5791401985,100.0,91.2,78.5125,87.8,100.0,1.0168356895446797
EST,1.54471278190613,32.6601680552965,0.8012958274971591,1.7661996571811698,9.521769492527,25.6935897118503,1.34263217449188,18.0186438315616,7.279999999999999,6.13,21.9141914959584,77.46,3.8000000000000003,3.2,13.0,51.4765310863374,26.8988404672043,91.8250704447946,1.27418957466322,91.3240246535103,6.0,7.0,1.5589644908905003,1.4262839555740396,66.7,62.7008753798491,38019.8685811276,100.0,96.8666666666667,80.89375,81.7,100.0,1.20195424556732
ETH,-0.433258950710297,3.79061007499695,8.780838219713976,3.1301671928732264,10.070531734021834,62.07009433600711,-0.7918241620063781,3.21026574936058,0.9425530140546776,1.7364407551876444,2.15827758162005,69.53858563924616,2.5403414601316,2.4038185567990147,13.0,14.947308967536102,16.0735929373477,71.1392712739309,6.972142760571491,30.0553002888365,6.0,7.0,-0.9484174251556398,-0.6358940601348881,37.2,36.5535172712856,2778.89702796962,90.0,64.5333333333333,75.81875,39.2083333333333,40.0,-1.04841494560242
FIN,2.24686503410339,28.863822087764405,1.35188387148659,0.8205247945219066,5.73931420360189,23.7655151693446,1.7545824050903303,9.62392843667484,2.6,5.73,35.9452021642606,74.039,4.2,4.0,13.0,47.1847043800173,45.7107503667693,84.987404711729,6.651558351019679,89.1970045171589,6.0,7.0,1.7791528701782198,1.95789980888367,81.8,59.4281097939016,80507.5377373617,100.0,96.4333333333333,84.1375,88.175,100.0,1.60676980018616
FJI,0.38887208700180115,17.901123964641936,6.4842847315724255,2.940220054604133,11.564410855941942,61.859847545583705,0.5939593315124513,2.24124587754453,0.5,4.13,1.64316708221271,71.89332799355597,2.2,2.3,12.0,8.15180751480667,8.531594025850808,64.6005282002833,35.3788265075968,69.5897451706575,6.0,6.0,-0.06021720170974714,0.32531625032424877,46.0,55.0130950968672,14050.852719368198,60.00000000000001,63.0666666666667,74.79375,49.25,60.0,-0.14395278692245506
FRA,1.25943613052368,23.5888817236364,2.0781054407903,0.48044898088346116,5.3461127232552,23.7525950498314,1.16521215438843,22.9831834447063,3.65,5.35,7.1815236874424695,77.286,4.0,3.7000000000000006,11.0,61.31132854575759,50.390204244058,84.4741411842276,5.1243019282386,82.5783271740761,5.0,6.0,1.1889523267746,1.18058335781097,58.6,71.7575436778909,84264.2000072925,100.0,92.2666666666667,81.28125,80.65,100.0,1.1101567745208702
FSM,0.4832957386970522,19.64612850946511,21.66729664880726,1.1047145750518332,8.61875231900544,94.34926565800791,0.3798752725124358,16.639559037562236,7.925100439797283,4.414740088879214,6.725418449242093,69.37319213261613,3.0655522314812,2.7702904953034553,12.0,21.800270584798515,26.173024645319646,14.9421899111869,80.5842603840885,84.7764653562758,6.0,6.0,-0.561271905899048,0.6896539926528927,25.400000000000002,69.080786975766,42965.27769438765,20.0,59.1333333333333,56.34375,22.2,25.0,1.1250307559967
GAB,-1.04297661781311,10.586734356368625,7.636501147737479,3.23958656809106,9.05834977592365,197.533709901405,-0.685424149036407,3.90758494231998,6.385897657599811,2.8153698848710063,9.38403232860044,71.32497155482702,2.5,2.0,11.0,54.75541926231131,5.38501336552557,39.962039940824,42.4556753858566,61.9479274213822,5.0,6.0,-0.7022572159767151,-0.8237568736076348,25.999999999999996,33.4380745108008,18722.3493292417,60.00000000000001,29.8333333333333,59.11874999999999,33.225,45.0,-0.880173981189728
GBR,1.62012147903442,30.718599883807517,0.9470245511700979,0.5500253029823703,7.9704401585208045,49.190582450009714,1.23809003829956,27.1597708192348,3.3900000000000006,7.26,8.65599314370706,84.478,4.0,3.5,11.0,63.4342498268775,40.7534834843938,82.714045986793,8.13913141514506,77.1715055313028,6.0,5.0,1.5665100812912003,1.4137982130050701,52.7,72.4836484564399,86051.0796337428,100.0,90.3,78.6875,74.25,89.99999999999999,1.25854110717773
GEO,0.6204200387001038,34.0200004577637,1.51454798632002,3.8153921849504098,12.9597502525605,41.9954018716386,0.6501430869102479,2.94920090255456,1.26,5.13,10.4684969105733,72.125,2.8,2.6,12.0,29.644119989162597,13.0644756676548,36.3008561907333,13.3274770197858,53.4793406485087,6.0,6.0,1.0323086977005003,0.1694694161415098,63.79999999999999,59.0492463628877,17815.6610622521,100.0,92.5,86.08125,79.25,89.99999999999999,0.015639826655387757
GHA,-0.06437103450298312,6.28955984115601,14.7948102065664,3.1652652202976697,7.7381190171964,78.482978765799,-0.10642126947641417,1.95740716852014,2.0800720878204975,2.1738998171307826,2.57589168104044,59.766000000000005,2.2,2.7,12.0,14.6915272965553,10.841041721265599,54.1020853434491,14.746245465552,56.4890071828241,6.0,6.0,-0.17881870269775388,-0.07954733818769447,47.300000000000004,42.776031667518694,4964.77054365663,56.6,61.800000000000004,79.1375,57.175,60.0,0.40015313029289196
GIN,-0.971789538860321,9.839511668918334,13.10314141509076,2.811854279991777,10.034663979521959,87.49107488920865,-0.9142158627510069,1.558932968912768,0.9000377465104822,1.8227665325547353,4.59905822270425,66.97090356040748,2.7,2.4,13.0,25.641057879820654,24.269257188551215,20.407010775671,15.9003674849301,59.0320941741586,6.0,7.0,-1.05010461807251,-1.09771931171417,53.9,37.5197238443532,3429.29707019188,80.0,62.7666666666667,68.88125,34.0416666666667,50.0,-1.08316206932068
GMB,-0.2755477130413059,4.8203280993926,4.55773796070112,4.67016740790867,12.1461423511356,63.667920079955,-0.653572559356689,3.21248823002167,0.8452704497230695,5.09888466537679,0.263532594518798,76.79635349807184,2.4,1.8,13.0,15.079843349789702,3.8984088046684096,23.1114402482836,27.031683374367297,29.759688601779597,6.0,7.0,-0.7145701050758361,-0.45512077212333696,42.7,55.62954433726561,2586.63890904204,80.0,65.9666666666667,82.625,46.42499999999999,55.0,-0.040755882859230166
GNB,-1.18545567989349,2.6206901073455797,10.709267797436368,2.0619285333301085,8.492788355716907,65.37205923121049,-1.4869327545166,20.84931599164357,8.585690149226306,3.1623545979656718,26.4008007199133,80.986,2.3,2.7,12.0,29.667858597569705,8.555289704813958,56.4825298984033,16.9489971871466,48.0975673078121,6.0,6.0,-1.32148897647858,-1.45402991771698,15.954061818766741,43.457575515335,3306.78236873029,80.0,23.6666666666667,66.0125,14.6166666666667,20.0,-0.41719847917556807
GNQ,-1.60196936130524,24.211620721930885,55.41096458656669,-0.23958697142393207,1.15199867633904,152.108565008257,-1.29705548286438,3.5890592834207298,10.701509766316377,0.8801951222061825,11.810948817538224,36.338,3.198560426898336,2.6555651365821404,13.0,29.354071791013325,92.579096937542,63.2530931137297,21.2743056677165,50.1750555856682,6.0,7.0,-1.49326610565186,-1.40826785564423,33.2,40.9755396882589,24055.1884684117,10.0,59.566666666666706,56.09375,23.4916666666667,25.0,-1.70431566238403
GRC,0.03759786114096629,28.930452178092796,8.17432019475188,1.36816170778277,6.92333288644458,36.9404745733464,0.4469676613807681,14.4708651762207,2.82,3.97,2.63173094478849,74.636,3.9,3.2,12.0,27.5789754063634,25.3755133230152,74.5763081146481,1.49394815434525,63.42312369495399,6.0,6.0,0.46437898278236395,0.32513487339019786,53.5,67.7189624074765,48812.3564169126,100.0,88.2333333333333,74.33125,81.175,100.0,0.9568817019462587
GRD,0.4842126071453089,11.786102035747579,3.583164,0.5079029999999999,8.952321,55.206752,0.03851593658328052,2.17718748959197,1.7900000000000003,3.51,0.874310018076068,84.74520408755278,2.3,2.6,12.0,23.434430002275356,3.497557000037208,78.7028962122756,1.85142381141014,84.9454026980145,7.0,5.0,0.39373049139976524,0.5555900931358341,16.4,64.3445028776151,35725.322183323144,80.0,22.0666666666667,61.662499999999994,48.3166666666667,30.0,0.705830216407776
GTM,-1.21014869213104,5.68784999847412,1.25341986613831,2.04951442418065,6.42203983599479,31.510618086266202,-0.907798588275909,4.97162403170951,0.26,5.82,16.1828045199425,81.226,2.7,2.3,13.0,24.7525766130621,22.4026445656877,50.9745953638336,3.04765770263314,52.71679707111531,6.0,7.0,-0.29181000590324413,-1.1274635791778598,36.0,61.7429085367337,13598.8530196017,80.0,62.1,81.10625,71.6583333333333,69.99999999999999,-0.5226137638092039
GUY,-0.29552203416824296,7.341843252848765,17.012984987077342,2.0922787577374464,9.492424363737934,71.52902698188917,-0.2663148939609529,0.123954109320186,0.01,0.9599999999999999,2.88783889412573,64.31762452131457,2.2,2.3,12.0,17.206633239538874,18.27015060344534,89.6232684911864,2.84111493445477,72.6186384810206,6.0,6.0,-0.5276933908462521,-0.31343770027160595,27.3,19.2698150146768,14315.5321817235,60.00000000000001,62.733333333333306,66.43125,31.358333333333302,45.0,0.19348883628845195
HND,-1.00228834152222,3.437681838257016,2.37715462882432,1.99239462816329,6.224189261877411,39.21744643633761,-0.86729633808136,11.682978837596638,8.39095014992604,2.864361302932924,3.21954352199963,76.802,2.6,2.8,12.0,43.94673882133131,7.163458027002809,65.0190547451678,0.356324778747525,48.4704591498739,6.0,6.0,-0.4852927327156071,-1.0175416469574,39.2,57.1227381730412,7831.912063106379,90.0,64.0,79.175,39.0416666666667,30.0,-0.49105179309844993
HRV,0.14780740439891796,19.6929512894322,4.33106920944263,1.22807287550315,9.94098978572859,43.5825307952612,0.5813136100769041,12.0638540428638,1.5999999999999999,3.55,7.331038985914359,73.014,3.4000000000000004,3.0000000000000004,11.0,44.4666285517137,25.607450397056,76.3529072066722,0.570063163505518,80.9990118604542,4.0,7.0,0.5025498867034912,0.36779710650444025,63.2,59.815512353154,35349.7762455898,100.0,87.3666666666667,65.0125,76.825,95.0,0.6162912249565121
HTI,-1.45918750762939,1.0549238544053972,20.60185537166236,1.8722857827056407,7.970359430637948,83.09990953075587,-2.22816133499146,0.0,0.0,0.21,1.97136973040894,66.57433071488721,2.1,2.1,12.0,3.79611579390163,5.25965650668658,91.5831192238713,1.80178168604195,38.2307698417757,6.0,6.0,-1.3143843412399299,-1.37795209884644,3.3,48.167465368414,4222.36724189742,40.0,18.0,61.45000000000001,18.3333333333333,45.0,-1.19272232055664
HUN,-0.10326169431209602,26.1627698354882,3.78609827436598,1.20314628975782,8.94783227919207,34.5817267474094,0.5338699221611017,18.4048917258431,10.33,10.01,11.1792721339774,77.729,3.4000000000000004,2.7,11.0,75.1914271892311,51.5050927857883,89.0088138931548,1.59743224309387,83.8747929503313,4.0,7.0,0.40653768181800826,0.4220671355724332,59.8,57.61558712647551,30478.9994246043,90.0,89.0,84.7125,80.65,89.99999999999999,0.42534744739532493
IDN,-0.43533557653427096,9.48062106505868,2.14649051618116,2.3963043839422093,13.28970234714,26.6438086528829,0.4361475110054022,8.30819306709832,6.048540422479925,10.032769548881449,10.2226171434399,80.438,2.9999999999999996,2.8,13.0,32.03580439294,29.824042512673298,44.6653637148812,38.7399106115742,46.183746331895,6.0,7.0,0.20595996081829088,-0.18813031911849995,67.4,41.7909255847112,7730.2263977427,100.0,91.5666666666667,84.5125,56.9,60.0,0.14396958053111986
IND,-0.3222232758998869,12.1400003433228,4.81188453965167,1.45402051269295,7.75637955901566,67.0938084855046,0.3695416748523711,12.682279480728702,2.77,7.64,46.8040630285381,63.462,3.4000000000000004,3.0000000000000004,11.0,33.8296308862499,41.5552286346714,62.486722686912,10.5693721315479,58.9314972785203,5.0,6.0,-0.050446417182683806,0.11394341289997094,42.9,49.7252249980944,8687.93878401729,90.0,87.7333333333333,79.1375,72.8333333333333,55.0,0.04587749019265189
IRL,1.6744147539138798,38.4278214966169,1.60747302300572,0.38026514593546723,10.5820195890129,40.6556127676912,1.5485702753067003,46.7867801497714,8.59,11.33,55.2127279509525,83.201,3.7000000000000006,3.4,13.0,59.7050589099992,54.2600176230762,89.2508320267432,7.272452774401851,85.4246168313855,8.0,5.0,1.6395608186721797,1.52677750587463,54.0,53.5115628227866,129723.40494029,100.0,96.3,75.45625,77.05,100.0,1.45429503917694
IRN,-1.12661647796631,17.6893212935983,15.608367702393709,2.457898167963599,10.824754338134499,122.60285319092145,-0.8829116225242611,0.814007923197325,6.237905967581331,5.13202152709447,9.775390515181863,53.837999999999994,2.4,2.2,12.0,49.6619386516797,36.3796820129182,17.8600839097062,34.8670314160045,51.295959809187,6.0,6.0,-1.59271132946014,-1.01758456230164,42.4,45.3409025944645,19741.2217104472,80.0,29.4666666666667,66.3875,69.9,45.0,-1.4606020450592
IRQ,-1.21335303783417,3.8113199322144258,18.8458136272734,1.31124001385276,11.0544314995178,70.33624787865139,-1.30276036262512,9.547090134117315,0.0,4.57375442961109,1.7987602390967503,74.83395958979582,2.4,2.1,12.0,0.0374855712953873,5.25270186612272,37.9630160586537,29.946001183411795,23.9294768922418,6.0,6.0,-1.18048512935638,-1.74994015693665,36.3,33.1587203052795,16232.702925703203,40.0,64.5333333333333,73.1,35.7,45.0,-0.948578834533691
ISL,1.56749963760376,34.2379611825299,1.39911577474254,2.06900651883673,13.4592327554287,22.770354702414,1.5629870891570998,33.3116292542581,0.19,5.84,8.04018220233797,86.687,3.7000000000000006,3.7000000000000006,13.0,36.4279310681835,13.8950582690673,95.53556715941441,2.4459730196953,79.1802161266064,7.0,6.0,1.3072965145111097,1.7029050588607801,45.6,64.4414035899052,82549.2151527715,100.0,86.7333333333333,67.725,75.975,100.0,1.4274594783783
ISR,0.7810289263725279,38.0541209906785,0.711449035516497,1.5619544454559395,6.58300952696697,35.81971673533871,1.23610758781433,29.109054041052296,13.449999999999998,9.27,54.8894254416436,80.652,3.7000000000000006,3.4,12.0,65.8030178077985,49.0700324040424,75.7970262403827,8.36443221046456,73.124096456767,6.0,6.0,1.20628762245178,0.9445175528526311,55.49999999999999,70.3167224788312,76811.6618852939,100.0,90.9333333333333,66.35,77.625,95.0,0.6778175830841059
ITA,0.5277142524719238,16.4901719680437,2.79682283767597,0.6567354584865961,5.890438748880191,86.7078229672644,0.4486452937126159,9.15916231271025,1.9899999999999998,3.8900000000000006,6.72211672650515,75.545,3.9,3.4,11.0,52.3801678898217,41.9147588619614,84.8418099072488,3.82045810395346,70.1742557014067,5.0,6.0,0.5109314918518068,0.2969740331172941,54.2,64.5973224396351,83105.5557641834,100.0,93.0,82.3375,81.925,100.0,1.0743179321289102
JAM,-0.02332185767590993,10.9498100280762,11.042743706283837,1.8994127578095918,9.309887375077288,43.03774876933014,0.6038659214973451,1.47098475516758,0.28,2.67,2.82089169551714,73.872,2.8,2.2,12.0,1.3810118043597597,18.7673030963079,93.8548231554963,0.598689461993779,66.2787975766714,6.0,6.0,0.1902135312557219,-0.07095344364643119,46.2,58.941665644667,10440.4290427521,100.0,74.3333333333333,71.43125,59.23333333333329,40.0,0.59103798866272
JOR,0.07302899658679964,18.7408133021572,6.25498659504785,1.50413621585615,9.700506059503168,91.0666339649473,0.1941107660531998,1.44968826668558,0.68,3.16,0.320127343473646,60.028,3.0501066938000676,2.777755354717684,12.0,40.2604576751155,20.0576831596508,50.9791903917062,7.53288370893512,59.68531605983541,6.0,6.0,0.15679334104061088,0.21739253401756298,60.5,60.4423893118368,14189.450330574098,80.0,90.3666666666667,84.13125,68.625,69.99999999999999,-0.8020899891853329
