Country_ISO,Control of Corruption: Estimate - WDI,FI_FSI_FSANL - Non-performing loans to total gross loans (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKA - Regulatory capital to assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKRTC - Regulatory Tier 1 capital to risk-weighted assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GC_GOB_TAXD - Proportion of domestic budget funded by domestic taxes (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GR_G14_GDP - Total government revenue (budgetary central government) as a proportion of GDP (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,Government Effectiveness: Estimate - WDI,High-technology exports (% of manufactured exports) - WDI,ICT goods exports (% of total goods exports) - WDI,ICT goods imports (% total goods imports) - WDI,"ICT service exports (% of service exports, BoP) - WDI",IQ_SPI_PIL4 - Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index) - Goal 17 - Reporting Type: G - Units: INDEX - Nature: G - SDG,Labor force with advanced education (% of total working-age population with advanced education) - WDI,Logistics performance index: Ability to track and trace consignments (1=low to 5=high) - WDI,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high) - WDI,Lower secondary school starting age (years) - WDI,Medium and high-tech exports (% manufactured exports) - WDI,Medium and high-tech manufacturing value added (% manufacturing value added) - WDI,Merchandise exports to high-income economies (% of total merchandise exports) - WDI,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports) - WDI,Merchandise imports from high-income economies (% of total merchandise imports) - WDI,"Primary education, duration (years) - WDI",Primary school starting age (years) - WDI,Regulatory Quality: Estimate - WDI,Rule of Law: Estimate - WDI,"Services, value added (% of GDP) - WDI","Services, value added (annual % growth) - WDI","Services, value added per worker (constant 2015 US$) - WDI",Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100) - WDI,Voice and Accountability: Estimate - WDI
SGP,2.04224157333374,1.2225330718016103,8.52734577902533,14.3302887533601,99.11410957321388,18.467526992808,2.21462416648865,52.2327295013631,32.8,28.1,7.90494335707182,50.0333333333333,71.5951295899389,4.047371,4.178941,12.0,71.6893312386578,75.4231282921435,51.2957567679102,41.8675371369185,58.5986953425599,6.0,6.0,2.17064332962036,1.7862328290939302,70.7460695193887,3.3207957647978605,81607.6884756469,100.0,48.0333333333333,40.94375,62.408333333333296,75.0,-0.14990442991256694
SLB,-0.35608732700347906,3.8430068325084994,11.3988393213787,27.8990334100602,60.196845684386,36.0503248874539,-0.92722624540329,1.74290501170671,0.02,3.8299999999999996,3.58250227733778,22.483333333333302,77.18285473050065,2.181453,2.6,12.0,3.8767142483015062,6.808897936945416,22.6248890790745,72.8707447275401,48.961821199318095,6.0,6.0,-0.9736015796661381,-0.3000337779521941,49.6584758368713,7.322759162797371,4277.58738119692,56.6,7.03333333333333,55.75,20.8333333333333,25.0,0.4672081470489499
SLE,-0.841478765010834,17.30125380171728,10.156979439896736,15.09199341287143,76.6368102992858,21.5930055039582,-1.22547876834869,0.0012603767364703,0.08,1.61,1.68957929121733,20.3416666666667,78.73380500275586,1.736134,1.9090909999999999,12.0,19.87715529445382,1.2759902249366897,41.9981776385895,5.43079539619456,46.5454877943379,6.0,6.0,-0.948930025100708,-0.803181529045105,44.7998859384513,4.7088107612296906,3696.61738483977,80.0,42.3,57.83125,22.8083333333333,25.0,-0.19873799383640303
SLV,-0.5561683177948001,1.9684661443707,10.2290055039166,14.072751653322,70.4790038366446,25.3795324740936,-0.34392327070236195,5.37320139679434,0.3,5.23,7.23101492779551,52.6166666666667,77.453,2.777182,2.373656,13.0,14.1819285494129,19.1274927360563,54.9084911350811,0.701302203875929,48.81766855744301,6.0,7.0,-0.05061914771795262,-0.757978737354279,60.3324813787362,2.9768930561386404,9510.801359265963,90.0,72.9,74.68125,59.266666666666694,40.0,0.1886073350906372
SMR,1.1594114303588903,47.0769880777698,6.21559255247132,11.4686756013737,49.652232247542166,42.3911886678072,1.5408368110656703,32.21130395317386,12.475976908428606,1.8689916154572852,9.666935289486387,64.85924746012715,60.86000000000001,2.6435523992514964,3.006803058054068,11.0,52.818582756386185,34.17340752192827,81.6867346968044,2.18750623131922,98.82533518071648,5.0,6.0,0.4910027384758001,1.51293611526489,59.4484867145015,2.12986211330741,50078.65580736985,50.0,20.003162656785182,18.93125,58.39738811271532,45.0,1.1913638114929201
SOM,-1.69079065322876,19.894605019902933,13.642795859870995,26.346598528298095,39.51700017955687,30.532762458113613,-2.20634460449219,9.110883824121636,0.0,0.41049453163529004,4.286574847242814,11.5583333333333,74.86011895596829,1.513605,1.285714,12.0,2.1211213745320374,0.259529188603816,86.0684470409162,1.80362846655843,21.3269574803817,6.0,6.0,-2.18458890914917,-2.31624913215637,50.89923627259035,2.4025089371843156,1350.29247359883,16.6,0.333333333333333,33.10625,15.0333333333333,0.0,-1.91040074825287
SRB,-0.38332316279411305,13.121742889115787,10.346898267002391,16.962596627724285,51.8814624656802,46.8780375573641,-0.038609247654676306,10.858457380446763,1.28,3.42,16.1721884901003,60.6416666666667,70.285,2.919643,2.5,11.0,47.0255363622347,25.4128596305514,76.9753551952609,0.356428597306154,75.9028492465326,4.0,7.0,0.024931238964200082,-0.12701757252216295,51.329177657504,2.8274105747468496,15773.2464471194,100.0,52.3666666666667,67.5125,58.9916666666667,65.0,0.20003734529018383
SSD,-1.75912022590637,25.16339670701601,15.383080889735313,26.996929248069137,27.785330457939846,32.24795166567665,-2.33689188957214,20.136760561759736,2.995096099214151,5.732644452795335,1.8611189204385703,20.1833333333333,68.56374203343603,1.724543768156463,1.6489847652200285,12.0,0.0,6.017482064941434,0.0901038167330795,99.337888479081,9.60505692069955,6.0,6.0,-1.80466055870056,-1.97750794887543,47.587930620590676,3.098194789113011,1350.29247359883,20.0,41.2666666666667,44.075,23.5833333333333,25.0,-1.79887795448303
STP,-0.08351980149745936,29.810602858438994,12.749109544405432,22.903350808468634,36.4626371903593,34.3198398905452,-0.777475357055664,68.1428492464163,7.09,4.06,2.42390267917558,48.3166666666667,72.12707606104935,2.135026,2.239876,12.0,39.80694231245513,17.81804862919504,88.732069225288,14.18097126511095,73.4729875225308,6.0,6.0,-0.8703781366348271,-0.6880183219909669,79.4684593365187,7.856314409110339,12509.2289273269,60.00000000000001,45.7666666666667,46.825,45.3833333333333,30.0,0.36065188050270114
SUR,-0.335388898849487,22.37729589281216,12.472586975844374,26.523869285460016,45.4873443976369,46.11869527208921,-0.372116714715958,20.0322377368517,0.08,2.35,4.36388399352008,48.3166666666667,81.635,2.3885911375056863,2.229915557488233,12.0,11.3483963302148,11.5348295070556,95.780403159796,1.33891567667059,74.8431294055408,6.0,6.0,-0.6429566740989691,-0.17460255324840507,57.0833584990983,-1.9485034701723403,18838.5852926448,30.000000000000004,13.533333333333298,42.38125,51.66666666666669,45.0,0.414863556623459
SVK,0.15208142995834398,4.3455769187676,7.32132188353974,16.2424523791392,43.7357011413635,39.9712952161565,0.793482840061188,10.7371880441488,16.55,14.269999999999998,12.7571170725168,75.1916666666667,74.347,3.121637,3.277778,10.0,71.6892658911197,47.7746601144062,93.9543946232098,1.7698409372344601,91.2181813011408,4.0,6.0,0.8769683837890621,0.5970488190650937,59.42952238864591,3.5938554713114303,35924.3510220665,90.0,82.7,63.11875,75.1916666666667,100.0,0.961435556411743
SVN,0.7847574949264531,5.07141393661737,11.563079052205701,18.6685759723002,47.8047936547386,44.2436033746093,1.0871233940124498,7.14418674805758,1.8100000000000003,3.9100000000000006,8.45885214600295,72.9666666666667,78.115,3.269891,2.882353,12.0,63.64393816349601,37.0862138815196,84.3602382372823,2.08062710596494,79.9848236725979,6.0,6.0,0.6278295516967769,1.05059957504272,56.6168276408096,3.1454580748951506,41044.669410504,100.0,91.1333333333333,70.23125,72.9666666666667,100.0,1.01090347766876
SWE,2.10577654838562,1.06459067890898,5.605587745383251,23.158140285497595,84.5168594424208,49.75392018764991,1.6630748510360702,17.8376016375053,6.79,9.81,18.9555166015632,72.2416666666667,83.54,4.377678,3.9155080000000004,13.0,60.7363260706074,50.94211670814,87.6975802473174,5.06733679382562,88.7870272216827,6.0,7.0,1.8427733182907102,1.9522848129272499,65.1614994624159,2.4269125623244694,85937.3070503656,100.0,97.1,70.80625,72.2416666666667,100.0,1.56508469581604
SWZ,-0.23194342851638808,9.62105068496718,12.980498163428399,19.9930361355804,68.2186890723442,25.5367439289279,-0.542009234428406,0.200467504294285,0.060000000000000005,2.72,6.174561909653219,18.3333333333333,82.555,2.1493111114122483,2.304066613316099,13.0,19.6803091055453,2.23449063703394,10.5785054167831,0.0584559995531893,12.3419085058141,7.0,6.0,-0.26393172144889804,-0.3789840340614321,50.859136852457894,4.17087926561119,11112.053695545801,90.0,2.0,67.35625,36.65,35.0,-1.43275570869446
SYC,1.1008822917938197,6.75218465731615,9.191330737795461,20.4451679103464,83.1485644001274,36.0838157188911,0.5212638974189758,3.77391153812862,0.09,2.06,1.06021645987792,37.35878892973293,87.702,2.8203576614448007,3.1233752440992237,12.0,20.343523738087754,11.756847501329597,87.9169452980282,5.0080981231513,69.6982833371588,6.0,6.0,-0.09072350710630411,0.2861115038394928,68.48212565237,13.6172892530227,40617.11533111435,60.00000000000001,40.78353909358124,53.56875,37.801184890175776,55.0,0.15783755481243122
SYR,-1.59303390979767,25.221655797904322,13.476141714385633,22.780265314391855,33.7421992389788,27.431140963104113,-1.85192203521729,2.240897140800382,0.0,0.32082802454295645,6.578549924220698,24.725311651802734,71.18549232320245,2.100647,1.111111,12.0,22.6882301875185,21.5193516960411,28.7731627964206,0.648995603771479,42.2365304974924,6.0,6.0,-1.68493008613586,-1.99362325668335,49.59634754580739,-5.91133386976375,3663.9940909491506,36.6,0.333333333333333,37.525,28.679968662836092,20.0,-1.98698210716248
TCD,-1.51151919364929,22.893831824127,7.667545221991199,11.792685267313,56.61230491327791,13.177480405051204,-1.5594110488891597,8.76413058681957,2.212416116539285,2.453652170241968,8.036684222463409,20.9083333333333,74.73065811358806,2.071723,2.077259,12.0,36.76235777753993,9.584226261625242,78.8641743261582,7.78865502395487,48.7156372050475,6.0,6.0,-1.1812474727630602,-1.40784251689911,33.3539046432824,-0.39295545478978544,4685.19954774738,46.6,8.9,51.10625,20.9083333333333,15.0,-1.36306011676788
TGO,-0.7082079648971559,14.5347580937216,10.07806509833534,13.288321472682355,62.5092317997634,16.794270060548,-1.11861634254456,0.0998030691143818,0.41,3.05,6.620676695804571,30.391666666666705,75.74823983797945,2.598379,2.490787,12.0,25.638408769629578,11.719047841821148,14.6978610970637,4.56179825048207,46.2877425982452,6.0,6.0,-0.834297657012939,-0.652606427669525,50.351464002525994,7.0803330690252295,2509.00233227461,90.0,45.3,67.85,32.0416666666667,25.0,-0.5458229780197141
THA,-0.45174601674079906,2.9856960759499898,10.4577565481486,14.4717891612462,83.3343085051021,21.404191795259596,0.22570513188838984,24.1533912741093,15.760000000000002,14.03,0.819814701249213,60.775000000000006,84.227,3.2036199999999995,3.1050660000000003,12.0,63.8089502281654,40.1269128710307,56.499258726256194,32.8919768566654,57.2916670189472,6.0,6.0,0.05286869406700131,-0.028230709955096328,55.935157632068396,4.68259562876629,12957.152239572502,100.0,79.2666666666667,76.71875,62.47499999999999,70.0,-1.022944688797
TJK,-1.1630334854126,47.5958495651832,25.4531339058565,26.735105713057294,29.379813571753207,36.33713592973824,-1.0909241437912003,33.786721545945,0.19999999999999998,1.39,4.39064304701511,42.4416666666667,64.274,2.039145,1.933333,11.0,20.0982657177571,2.83074470685298,27.446699714081998,4.66268302646889,40.0097543755838,4.0,7.0,-1.1185315847396902,-1.16668653488159,37.1585846399819,1.1385934950844099,4252.58762868847,90.0,12.6,56.05625,45.7916666666667,50.0,-1.68984246253967
TKM,-1.39584314823151,14.786507463223257,10.765320560829734,19.092945438916384,34.06268952153136,25.04916827770855,-0.912186086177826,11.1522257343613,3.3574893852471868,4.526221481545427,7.2325946142428,17.1083333333333,67.84458730535225,1.838384,2.0,10.0,28.31636741121765,15.326372890442485,12.7581302390835,66.7161988805808,54.8044261456813,4.0,6.0,-2.11545777320862,-1.48835563659668,38.0400180104745,3.023317459202269,1350.29247359883,26.6,6.83333333333333,41.925,15.4583333333333,5.0,-2.17106986045837
TLS,-0.5377396941185001,15.340648076303335,12.317059795182505,26.217843859877316,13.6684240148956,57.181901686854,-1.0391112565994303,12.790497869966098,0.0,2.4830002659083252,3.0229815404864797,33.53274318903203,70.826,2.15780455202029,2.1565728779922813,12.0,3.124130704368247,11.728468714843402,82.5861422708002,14.0078805474427,34.9037733086036,6.0,6.0,-0.9936007261276252,-1.1759537458419802,66.2385242647841,5.585626301331541,5196.58114928897,70.0,36.88166337661628,62.33125,34.2583333333333,29.483280306891047,0.2206401526927949
TON,-0.452807009220123,4.29691693462225,16.8206005734775,30.0371004670192,54.5538810436888,39.6447212412155,-0.3257532119750978,6.000988489150102,0.0,2.0549531392993248,5.36435644025506,37.65957631614326,89.833,2.4046843453208093,2.460368484969077,12.0,23.4548183224451,1.61034607519409,97.2955740927687,2.70442590723128,72.8337118575772,6.0,6.0,-0.431269496679306,0.302316665649414,52.0575358946629,5.549953106720859,16238.0049044721,80.0,24.58589740872713,49.2125,36.46862146426244,25.0,0.6425388455390928
TTO,-0.30371329188346907,3.12490299823087,10.677863100091301,20.377404580494797,60.87333374263701,31.4138607145153,0.24707812070846588,0.157263834515161,0.09,2.72,1.25964815653148,44.9833333333333,71.11,2.279914,2.377717,12.0,33.5394950993802,39.37857108297009,70.8287497563224,0.8143977957914939,69.2632357718366,7.0,5.0,-0.02195706032216565,-0.21055409312248197,60.4763530772082,-5.74712424393564,32751.8319849983,70.0,5.86666666666667,41.26875,47.5,30.0,0.5581269860267641
TUN,-0.163240566849709,8.85955304728049,7.8774304767382395,12.458256729139167,59.829383609329916,28.86109093402604,-0.20649869740009305,7.85596751497277,6.339999999999999,6.21,9.93265510818169,51.9833333333333,66.093,2.666667,1.963889,12.0,51.86702048873881,27.5702162347793,82.8218329427801,0.521284732333441,69.7319009011687,6.0,6.0,-0.4539657533168791,0.021599991247057984,59.70222559449411,2.86672333994522,15327.6727640229,90.0,82.9,62.9875,56.15,20.0,0.30365237593650785
TUR,-0.1991774141788479,3.10968373133547,10.7279929300049,13.1392996697398,54.9786233076187,32.1083475526333,-0.006507036741822929,3.0381459974094094,1.48,6.22,2.05138186064617,65.4416666666667,79.688,3.39445,3.181555,10.0,44.3465481579063,29.9427526786255,68.5945188117451,2.51645233618622,68.300872165059,4.0,6.0,0.19346731901168787,-0.341492354869843,53.6443880043807,3.021270465726,32267.8802760503,60.00000000000001,80.9333333333333,81.01875,66.275,75.0,-0.6071295142173769
TUV,0.05550054088234894,19.177627706034986,10.024648681784027,21.892231827156962,54.07508824252981,43.79911142810376,-0.923577785491943,1.4631103748671097,0.0,0.26,3.4280098581413094,20.01061934643803,87.328,2.151424214565443,2.4330679528232624,12.0,28.493238613391526,6.645556678717902,30.3769230217015,9.82625503413521,84.3975063714627,6.0,6.0,-0.5712764859199518,0.5618516802787777,60.26133575326624,2.385462789811566,20647.698097333545,50.0,4.92372320171033,34.225,22.145418216874894,5.0,1.08170676231384
TZA,-0.5314195156097409,9.60809945919417,12.5169417955011,17.7553142111359,83.9885715676089,12.8463229054197,-0.6069012880325318,2.31952756480127,0.21,4.23,0.807983662108678,45.9666666666667,80.6094113243664,2.983806,2.775661,14.0,11.7098210788094,6.71600521073026,38.1252737324486,11.5165907266352,40.8278277192549,7.0,7.0,-0.48307263851165794,-0.39632749557495106,39.4485885215938,6.29948579527657,3160.17917624628,90.0,41.8,75.1125,44.3166666666667,55.0,-0.22337512671947515
UGA,-1.08673596382141,10.4013107515953,11.694359166377101,17.306861189512,73.789246539183,12.4757201525796,-0.632310152053833,2.05103990718418,1.02,4.21,2.08541778982362,44.925,79.62353469150037,3.009392,2.9722899999999997,13.0,20.8550730317118,11.067156933628,41.6191610691112,2.7956768899462,37.6989376045251,7.0,6.0,-0.2725603282451631,-0.270557135343552,44.4324164008995,6.17992470778364,4846.46848044141,100.0,45.5,70.93125,38.2416666666667,65.0,-0.647819936275482
UKR,-0.867796838283539,38.9524888709753,6.07601156561548,8.9629709777097,62.23408875235231,38.4783903761702,-0.609457552433014,6.6789412305155595,0.95,4.88,18.5571979434447,53.1916666666667,72.51,2.962395,2.303671,10.0,35.5759699116092,28.4390338240376,54.9142689201537,8.42014812633075,69.0220558590698,4.0,6.0,-0.410622745752335,-0.817245066165924,49.91424799622029,1.7913319886786205,3983.1886907480994,100.0,43.9,69.63125,53.1916666666667,70.0,0.0017670849338173962
URY,1.24705672264099,2.44690921031638,8.57224467567684,13.008071461499203,80.9998407066154,33.2512746132717,0.5049672126770017,10.5960535494658,0.11000000000000001,7.12,8.61378071176788,68.5,83.158,2.842932,2.7812729999999997,12.0,22.5529496006926,18.3832317441365,34.916356167459,17.3762026120303,32.4109719593625,6.0,6.0,0.6812753677368162,0.619055449962616,63.5189622671981,1.8823344157543,30196.4465739643,100.0,74.4333333333333,63.0625,65.16666666666669,25.0,1.16300630569458
USA,1.33089566230774,1.3205221757772803,9.33143961937975,13.1674575345203,53.80461846345009,31.158636220186,1.4405049085617099,22.4192942002286,9.65,14.06,5.50438456530896,92.6,73.56,4.200025,3.752486,12.0,65.7437305439928,46.2453530316454,61.0314385616635,11.2767898286064,49.9789405642732,6.0,6.0,1.4856207370758099,1.5805974006652803,77.4396929034265,3.326759128337892,68802.80721260025,100.0,91.5333333333333,64.05,84.2666666666667,100.0,1.11048436164856
UZB,-1.20056760311127,0.744086678772422,8.53922465882503,12.4980414598949,84.8168202936145,26.1358522291133,-0.661517918109894,0.0,4.83641878232087,6.021552622865412,7.74393872832688,31.225,74.72726062918674,2.05328,2.318974,11.0,36.7353550870319,16.1602651939793,28.3897729648463,26.1666651174127,54.93770383022229,4.0,7.0,-1.63551414012909,-1.12917804718018,39.0199518935618,5.858561069128811,6027.45534819471,60.00000000000001,4.1,48.33125,36.22500000000001,40.0,-1.88692986965179
VCT,0.6745635271072389,9.531349,7.230273,25.430215999999998,93.5164969521246,29.7102493873432,0.37736567854881314,0.0040103138372429,1.78,4.0,3.2140047434549794,41.7833333333333,82.43613724152102,2.7210361332707564,2.7647708520062486,12.0,29.329187776335235,17.868885261886668,70.2426374928698,0.108639478474558,83.1787259558311,7.0,5.0,0.25949528813362105,0.4327460527420039,63.722698783782505,3.0359565807326994,17260.9426675066,50.0,5.8,49.99375,50.099999999999994,40.0,0.9546052217483519
VEN,-1.36666917800903,16.72274743965184,11.090969294950742,19.21253273510976,43.76886232867565,26.109659200937298,-1.2739824056625397,7.538762144895671,1.1126025854957946,5.593956316701543,4.98054474708171,43.966666666666704,69.08,2.477916,1.9854379999999998,12.0,9.6520655499036,34.2824658480257,54.46870260492841,16.5921168283275,48.8671725775689,6.0,6.0,-1.99904632568359,-2.26694512367249,55.98304861410661,2.0863793050749204,1350.29247359883,60.00000000000001,41.4333333333333,55.55,43.9166666666667,25.0,-1.13540399074554
VNM,-0.490106016397476,2.63885944068427,5.616058263006731,9.37473560934359,69.7094564933109,19.4944462960523,-0.017477124929428326,38.0569617054575,31.24,22.59,9.562460359818845,74.7,87.531,2.842922,2.7505499999999996,11.0,51.2535601259455,37.3528790761158,71.1783960774954,21.2147657175107,53.51348735487629,5.0,6.0,-0.5026117563247681,0.06531544029712677,42.8544900073075,7.4646675434633485,6033.98734804059,100.0,45.5666666666667,56.625,41.3666666666667,25.0,-1.37323105335236
VUT,-0.0872851237654687,10.8098880003735,10.9397292906077,16.3744443235783,61.0351925036462,34.8079097772321,-0.958185076713562,19.724072399344358,2.995014963918611,3.421825647568896,3.3315878129064096,30.091666666666704,78.70242821119278,2.492407667610526,2.5134369446034635,12.0,34.41148643904048,13.725303776849811,68.065633603296,31.934366396704004,72.8916708286565,6.0,6.0,-0.29666852951049794,0.40348619222641,62.720489633119,2.9189696012633295,11962.528218568801,46.6,40.7666666666667,51.6,31.7416666666667,20.0,0.6639296412467961
WSM,0.300413370132446,3.7240585319022905,12.2459309995247,20.1442679142477,76.0589458902167,32.6000067079616,0.6899921894073489,1.01847881441006,0.13,4.62,8.06286897072802,27.8416666666667,81.91740157627432,2.891512208267791,2.9362010367303375,11.0,19.348810424127127,15.200129876617575,96.3044130575002,3.6955869424998204,71.6506706973848,6.0,5.0,-0.14086000621318798,0.8719068169593809,67.6444407007429,8.164369895182519,17782.0987430401,90.0,44.4,56.9375,29.5416666666667,45.0,0.774500846862793
YEM,-1.69610142707825,28.252548054979105,11.865802379834124,17.321911594531162,51.23481993895085,13.628873516118173,-1.90716934204102,0.0,0.0,0.26,25.363345481351,23.7166666666667,72.66330469786081,2.0205135873346975,1.7205249135784066,12.0,35.4849119006986,2.06495717162221,0.8574561680908479,0.0052258741847152,61.8735309106978,6.0,6.0,-1.49802947044373,-1.67307960987091,45.0068188448993,-2.72021560095463,6180.63592046316,76.6,8.86666666666667,52.14375,27.8833333333333,30.0,-1.69030523300171
ZAF,0.017026288434863153,2.85780789685004,7.64707124159309,14.5112338211006,67.1094674876097,34.9428610977243,0.10140258073806825,6.65712319984824,1.37,8.61,3.7390438626989404,68.7416666666667,81.773,3.9154470000000003,3.59546,14.0,50.5645326015841,24.4280338174853,50.1815234466058,11.9063722985567,55.155031481130095,7.0,7.0,0.1197831556200978,0.043559864163398694,63.913401523834,1.5938648101135193,19247.483770364,83.4,85.2,78.41875,68.7416666666667,65.0,0.6483305096626281
ZMB,-0.42730933427810713,9.66494478806436,12.0867086689315,23.425142012645,52.39428945512229,19.8225287320894,-0.7375012636184691,22.5255637247844,3.93,5.94,3.94577242853034,34.8833333333333,77.71792436290647,2.363155,2.246019,14.0,42.0116814157045,9.72547444806409,58.334867283884904,18.606038799662,27.0596876461725,7.0,7.0,-0.5396252274513241,-0.31230565905571,54.18250640912921,2.8073403033388904,8123.01898619226,90.0,39.5,67.6875,44.05,40.0,-0.300710409879684
ZWE,-1.28866481781006,18.462397909387214,11.90185839875283,16.593339658645828,60.0243734711119,16.9822670257767,-1.25887811183929,5.16438263725404,0.08,3.65,0.69591339674764,39.7416666666667,72.46923308457912,1.946337,1.995238,13.0,14.7945380983553,25.7485642580678,6.508102371014781,0.0332909676757991,9.43184023889481,7.0,6.0,-1.6949219703674299,-1.391646027565,60.4095480136678,3.2662935445205097,9203.12138042774,70.0,7.5,50.98125,43.0916666666667,35.0,-1.1791604757309
