Country_ISO,Control of Corruption: Estimate - WDI,FI_FSI_FSANL - Non-performing loans to total gross loans (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSERA - Return on assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKRTC - Regulatory Tier 1 capital to risk-weighted assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSLS - Liquid assets to short term liabilities (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GC_GOB_TAXD - Proportion of domestic budget funded by domestic taxes (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,Government Effectiveness: Estimate - WDI,High-technology exports (% of manufactured exports) - WDI,ICT goods exports (% of total goods exports) - WDI,ICT goods imports (% total goods imports) - WDI,"ICT service exports (% of service exports, BoP) - WDI",IQ_SPI_PIL4 - Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index) - Goal 17 - Reporting Type: G - Units: INDEX - Nature: G - SDG,Labor force with advanced education (% of total working-age population with advanced education) - WDI,Lower secondary school starting age (years) - WDI,Medium and high-tech exports (% manufactured exports) - WDI,Medium and high-tech manufacturing value added (% manufacturing value added) - WDI,Merchandise exports to high-income economies (% of total merchandise exports) - WDI,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports) - WDI,Merchandise imports from high-income economies (% of total merchandise imports) - WDI,"Primary education, duration (years) - WDI",Primary school starting age (years) - WDI,Regulatory Quality: Estimate - WDI,Rule of Law: Estimate - WDI,"Services, value added (% of GDP) - WDI","Services, value added (annual % growth) - WDI","Services, value added per worker (constant 2015 US$) - WDI",Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100) - WDI,Voice and Accountability: Estimate - WDI
STP,0.11975104361772494,9.792133526191304,1.233016085580031,17.20854299756878,66.38090714355444,50.23128625053711,-0.714003324508667,10.1711732976649,0.049999999999999996,4.38,6.85853006507642,52.1583333333333,75.30044276975515,12.0,32.620918551260424,22.066513623366262,87.6184632924952,0.0021220271766861,62.0696712060466,6.0,6.0,-0.9741004705429083,-0.7073712944984442,75.1246918450436,-1.3787501889407396,12736.3877401694,70.0,61.66666666666669,58.24375,52.1583333333333,30.0,0.36712634563446017
SUR,-0.46073403954505904,14.081359956776087,1.0785703438656846,19.74997106917095,70.98746176721049,45.48084970340996,-0.5788139700889591,2.51195891099727,0.030000000000000002,1.46,8.835450589469,61.0333333333333,76.57320120350502,12.0,49.7425049550763,11.534829507055598,91.4956313631799,3.1182978165799398,77.4827137763131,6.0,6.0,-0.7950152754783629,-0.1320889443159098,51.8877061563009,-15.9613713701192,17895.9708541639,60.00000000000001,69.1333333333333,60.8,54.4,35.0,0.41432622075080894
SVK,0.41522648930549616,2.56788614282869,0.67895281021296,18.1103243324597,37.6732626252406,43.4564224406474,0.5021458268165592,9.99741446798114,12.92,13.19,16.7607381026369,71.1916666666667,74.576,10.0,74.4218400807932,48.8591573968643,92.7790096575377,2.84759897633756,90.9259737240643,4.0,6.0,0.7747333645820619,0.6554988026618959,59.48545504643461,0.3328128602185398,37957.3726636067,90.0,96.1666666666667,72.29375,72.8416666666667,100.0,0.8795346021652221
SVN,0.7774029970169068,3.01762967051172,1.45702049674963,16.7084838749205,36.109421959446,40.507280204163,1.1211736202240001,7.79985278570807,1.81,3.79,9.4334752728112,70.6916666666667,80.16799999999999,12.0,69.5982081259429,37.2381916910877,85.8571504336084,1.6280422479530503,78.1388973744822,6.0,6.0,0.9122102260589598,1.03954863548279,57.1774558808323,-3.7707056469501103,41310.91111502,100.0,95.9,78.99375,74.0416666666667,100.0,0.932139754295349
SWE,2.09451055526733,0.513361451406936,0.721920032625536,21.136026692962997,23.1696863342677,77.50666656300771,1.6700267791748,15.135950838023899,6.580000000000001,10.13,24.8443455886025,72.6666666666667,83.529,13.0,61.381399811270306,50.3101861468966,87.3486557751147,6.498806832569269,88.6308180447372,6.0,7.0,1.6786164045333902,1.76741015911102,65.6476199690595,-2.583585546414309,87116.5296165114,100.0,96.4333333333333,78.84375,76.0166666666667,100.0,1.4980412721633898
SWZ,-0.2922635972499851,5.38253524565834,2.1139635516468798,18.4991601775741,44.510533474421,79.36443720167799,-0.7543871402740479,0.342192841190398,0.07,2.33,5.09234636962794,28.3166666666667,70.82142435113823,13.0,19.0850182058066,2.2344906370339404,7.77371029028617,0.170084971115127,12.8348345296801,7.0,6.0,-0.4921819567680361,-0.4990718066692351,52.9824038173017,3.3612046069334087,13042.2797848949,70.0,20.6,70.4875,34.95,40.0,-1.32920229434967
SYC,1.38889753818512,3.26579897829829,1.0219581831323101,14.0595743357773,61.7719746324844,55.857501490661505,0.6789939999580383,3.28499927602696,0.060000000000000005,1.82,1.24471553619509,59.34166666666669,84.249,12.0,37.001848563155754,27.13441944356036,91.2888459042881,4.06254900500319,80.3402475379406,6.0,6.0,0.02103804051876069,0.23480001091957098,69.3076224483376,-14.8191803944335,44701.2537848507,90.0,46.1666666666667,62.05,61.0416666666667,50.0,0.4814838767051701
SYR,-1.73539638519287,22.39517357104063,1.4655112825328442,15.166660060749278,89.51201728619385,49.00384655150809,-1.75425779819489,0.0,0.0,0.65,9.249651422861557,16.9166666666667,67.0503903531337,12.0,22.6882301875185,21.5193516960411,35.501656193724,0.652303260929049,34.5722614405331,6.0,6.0,-1.89161384105682,-2.08890843391418,45.0269069921069,-0.7745745992087479,3265.1202949581007,16.6,25.2,43.4875,15.2666666666667,25.0,-1.93074858188629
TCD,-1.42523777484894,27.7172963248522,-0.31977016175636913,2.9433663323210895,122.24604209752599,65.788358687614,-1.5107371807098402,0.0,0.0,1.5999614145173284,11.010254681271928,18.0166666666667,69.11333837302156,12.0,18.55851710483182,13.840890173471006,59.8997589225501,26.161802715278903,35.4722286731167,6.0,6.0,-1.12530958652496,-1.33126771450043,32.1091259774243,-4.4853487214664485,3982.7787509393597,50.0,57.0333333333333,62.46875,21.366666666666696,15.0,-1.40327632427216
TGO,-0.7301524281501771,6.26512072025464,1.8383179064238153,16.470593498700147,71.18028019399857,54.85495466974011,-0.7301568388938899,0.237930203742775,0.060000000000000005,3.06,6.92168773862945,44.25,71.57380434961941,12.0,20.062748361869073,14.287917689223844,12.9815935531339,6.5850777445482604,44.1292665210177,6.0,6.0,-0.6643019318580632,-0.674149811267853,51.5098326585601,1.51293241528224,3020.31305731774,90.0,61.699999999999996,76.09375,44.25,40.0,-0.75061160326004
THA,-0.48381176590919506,3.23248100828432,0.7971481578172559,16.7411676759032,34.4541874882459,65.33304301856201,0.2018125355243681,27.6476472642596,16.12,15.01,1.59913765344454,58.975,81.56700000000001,12.0,63.1090413431264,41.355674980642796,58.1495462597078,32.9181179888328,53.2396023810701,6.0,6.0,0.06366075575351726,0.11150538921356178,58.00642488540701,-6.9179592225299,13487.1917589625,100.0,79.6,82.7625,59.025,75.0,-0.809261918067932
TJK,-1.34522652626038,23.8270235145523,2.46480033430013,23.5410590084913,70.5120639052553,48.196627074494266,-0.759225845336914,2.6076631609691896,0.08,1.19,4.1086797103166,43.4916666666667,70.70863485914347,11.0,3.8149485181307,2.82279271629172,16.7361092532669,4.96826224969879,42.2585562586995,4.0,7.0,-1.0720577239990199,-1.25058948993683,35.2521430281461,-4.72533825613097,4540.8122943783,90.0,28.3666666666667,72.51875,45.1416666666667,50.0,-1.77792489528656
TKM,-1.43457841873169,19.484544415339393,1.726077876255789,23.40684990650532,99.361389957726,41.74627388070152,-1.0237699747085598,4.294911392378329,0.7163323627612007,1.9826373361505931,8.669393409875259,13.333333333333298,66.61534319620392,10.0,11.69805383206612,10.580558110408427,9.62848898121259,68.6231709676512,49.722079826525594,4.0,6.0,-2.05459833145142,-1.40002739429474,51.1252595673566,-5.205590187253979,1112.70936080696,46.6,0.466666666666666,60.45625,11.6833333333333,15.0,-2.02786159515381
TLS,-0.3392629027366639,14.106669936344577,1.4480547519836617,24.6085510066363,75.45879863883336,20.3773048681233,-0.755884349346161,0.0072955424235791,0.0,1.5043811703556602,2.49740777748876,34.8083333333333,76.3786112091738,12.0,19.068498206358775,12.68973380990455,65.3632824461445,34.0875716937243,30.3425500881687,6.0,6.0,-0.7636407613754271,-1.1996144056320197,48.3283693622085,-7.245213027788621,3798.87390504321,60.00000000000001,60.6333333333333,64.23125,39.7916666666667,55.0,0.36991474032401983
TON,-0.34388265013694796,3.65355130263791,2.1765332066474894,30.538637560513,68.7409288525192,55.0739613895487,0.2769874632358549,3.73336175701603,4.099805352265516,2.237435313463678,6.469148903413,39.3166666666667,79.78372737100271,12.0,23.454818322445096,1.6103460751940901,94.5812444706576,5.41875552934238,76.6529657383589,6.0,6.0,-0.3804050981998441,0.49449500441551203,52.3603852636519,1.393029297059071,16856.7061157771,90.0,63.2,68.1375,35.9666666666667,20.0,0.6893576979637149
TTO,-0.1600616425275801,3.1975723822938,1.4830742847125404,15.1778855478861,53.588020598541,50.400216960866715,0.1739672720432282,0.17586322664858,0.09999999999999999,3.14,3.14455373904908,43.1583333333333,69.798,12.0,56.9366823635861,39.3785710829701,74.3164320497879,2.99417111829105,69.183380114301,7.0,5.0,-0.1777481734752659,-0.1704657077789311,62.7187078179489,-8.147875438137552,30093.8262812155,50.0,27.4,57.95625,47.325,40.0,0.6411434412002561
TUN,-0.11535424739122398,6.143627328329825,1.2457497395883372,15.323823697846057,65.31449271446724,49.95152422732514,-0.18642510473728188,7.64832224466298,4.59,6.220000000000001,4.0556229980476,52.7833333333333,77.65880099643518,12.0,49.3379728420174,27.570216222662,85.1684771809705,0.8096562850458451,64.4065181788251,6.0,6.0,-0.30348923802375793,0.14153447747230485,60.1899882930928,-9.680323486050778,15315.4654573937,90.0,87.2666666666667,69.63125,55.3,30.0,0.2837476134300232
TUR,-0.3617540001869199,3.89009244045221,1.4135283738786097,15.6761353104357,58.521121791291804,50.3817715874464,-0.15879775583744005,3.15277011329118,1.0,4.57,5.38206826286296,58.15833333333331,74.995,10.0,44.3802852711464,36.7388903227497,68.6234287250526,2.63859219557917,68.0655574584744,4.0,6.0,-0.024792725220322376,-0.418659001588821,54.5738221616136,0.38079662379266194,37228.8987437801,60.00000000000001,85.5666666666667,82.8375,62.325,100.0,-0.8605945110321039
TUV,0.48449426889419595,12.653332453585657,1.2335329417613423,28.117241488018227,67.45301388583489,41.18884652122998,-0.433251231908798,4.719145052230036,0.0,0.65,3.96869353752355,27.35488338367062,75.03569956283842,12.0,26.800207761844714,16.641753199973707,5.421522896131069,46.7510354314122,87.1093172622936,6.0,6.0,-0.3173618018627171,0.6524605154991152,62.68838098909558,-7.3885403921387995,27345.954526334186,50.0,48.335396565013646,54.775,34.47023747429324,5.0,1.17396020889282
TZA,-0.40575361251831094,8.69677193421736,2.7271885897766204,17.0708735899866,31.5206744432004,55.523408353097466,-0.73927241563797,2.68761929554671,0.09,3.85,0.621261293131596,46.158333333333296,89.026,14.0,17.71035206649,6.613189662947601,42.8703313903486,8.37253499722784,43.167120417162,7.0,7.0,-0.68933516740799,-0.615206003189087,34.2374729758264,0.8959481194507807,3178.24547621102,76.6,71.3,72.7625,41.9916666666667,45.0,-0.7352414131164549
UGA,-1.06589221954346,5.21586751652782,3.1888565583589594,20.5503321988562,51.0072642710106,56.75142014631301,-0.6164960861206051,2.10287202929438,0.15,3.06,1.27265623764452,36.8166666666667,75.55952145258983,13.0,20.8892825617269,11.067156933628,60.6784837246462,2.80728069253154,30.893824888059804,7.0,6.0,-0.4822144508361819,-0.345574200153351,42.8380040896187,2.505025415044859,3524.4732212653403,100.0,66.6333333333333,80.89375,35.95,60.0,-0.71228814125061
UKR,-0.832628607749939,43.4686522704987,2.7709775523789,15.673629823971899,86.81550547513761,56.4705671907203,-0.4100911319255831,5.85239384495226,0.73,5.95,33.2883577486507,58.9333333333333,66.546,10.0,34.2260386452051,27.5561429751713,51.7358128129637,17.5671260528342,64.9031072942535,4.0,6.0,-0.26694333553314203,-0.713144361972809,55.7900164518172,-2.246426735698819,4519.02786254854,100.0,55.1333333333333,75.1625,54.7666666666667,95.0,0.08890495449304565
URY,1.36466670036316,2.33577120791948,2.70055171156408,16.6367479725865,78.1959474647571,70.68645814275901,0.7302109599113461,9.8025032036597,0.09999999999999999,6.67,26.1835248080342,65.5916666666667,77.60777025999421,12.0,22.3499973000341,22.6974528323275,28.754403905360004,25.980500025498504,31.6222738640368,6.0,6.0,0.6871800422668461,0.6474050283432008,64.6189887676901,-7.23757294604731,30902.120777067,100.0,86.7,75.9375,65.5916666666667,25.0,1.30677044391632
USA,1.0378319025039697,1.06536914566418,0.9300411741630319,14.5488760285184,363.09108638610394,42.6734473902894,1.2745932340621904,19.4939761609452,9.67,14.44,8.15583930543226,85.1,71.64,12.0,65.0999820247469,45.088445818087294,60.9556133805241,12.2032048032971,51.1178020573932,6.0,6.0,1.2384375333786,1.3364937305450397,78.137486413611,-6.296192082665406,61330.55597981552,100.0,92.7,70.025,76.7666666666667,95.0,0.856265664100647
UZB,-1.0734041929245,2.06065321360246,2.1892788995035404,15.1962425823543,39.8558460893933,67.48379035946482,-0.6155062913894651,1.30490782664246,0.16,3.98,9.76817011059674,44.175,72.687,11.0,26.588549240580505,18.0174634767564,28.385648818834003,18.4711645982514,51.0679685066173,4.0,7.0,-0.999216437339783,-1.11787843704224,38.806479436163,-0.7717315442665029,6969.297103003601,70.0,74.0666666666667,69.075,45.875,80.0,-1.53147614002228
VCT,0.7980511784553527,7.382753,0.10959600000000008,22.758721,47.341726,47.9000254508211,0.3071178793907167,0.0,0.35,5.18,4.06474411581956,48.3083333333333,77.03908643811155,12.0,31.956242401623633,23.81323853720906,32.5773806703463,0.0021220271766861,83.0905908671858,7.0,5.0,0.3454379737377169,0.5966414213180539,63.216854514999994,-5.1832910378851,17874.938360308,30.000000000000004,68.4666666666667,52.40625,52.47500000000001,35.0,0.906195104122162
VEN,-1.57573306560516,16.434281136437217,1.503319416568752,13.04638403632226,88.71370083798325,51.75336701529771,-1.8893756866455103,0.0,0.0,1.9872545572553835,11.271390994606737,34.1,68.37888792028205,12.0,9.6520655499036,34.2824658480257,26.724565198142,15.1723725007617,30.4694981166772,6.0,6.0,-2.26745915412903,-2.33193492889404,47.55970287088826,-6.209012783476928,1112.70936080696,66.6,59.89999999999999,52.48125,35.74999999999999,25.0,-1.51546669006348
VNM,-0.37451735138893094,1.87185415971075,1.1992670921005202,9.45022067190642,73.86608758393332,70.29265634703951,0.19355776906013505,41.7401040421189,38.76,30.63,14.486179074813222,78.65,88.117,11.0,57.4589186480649,39.6100564323312,68.9278101197766,24.975228130509,51.407841013870005,5.0,6.0,-0.23691633343696614,-0.18950188159942605,41.8311604395691,2.005581874442471,7021.54771697394,100.0,67.9666666666667,60.86875,43.6666666666667,35.0,-1.37661600112915
VUT,-0.16922608017921395,12.077449104439784,1.3387185821972012,24.98138558816359,70.20880024709274,34.6566516032961,-0.38405176997184803,11.939887290558573,3.425578574681535,3.998549054663976,8.17343130588999,21.9,79.062,12.0,26.56185558141579,15.295469038499387,46.1360067447556,53.8639932552444,67.2403901319564,6.0,6.0,-0.37900027632713285,0.2989030480384831,60.4627891240744,-6.718695500523201,10841.8018248555,56.6,59.1333333333333,57.15625,21.9,15.0,0.6483283638954159
WSM,0.7124026417732238,3.8442355192177695,2.1484042770365406,22.6778414555947,39.3333163372461,74.82844177811381,0.5453189015388491,10.74265795524326,2.84391434323047,3.2654229276686184,16.1164428190644,27.5,79.23691522377182,11.0,27.75081265799954,19.895804258372383,98.4701570523132,1.52984294768679,77.625896648199,6.0,5.0,-0.20859047770500208,1.01136934757233,69.4440522057518,-1.152504833847232,20710.850264298,80.0,67.5333333333333,69.6125,40.8166666666667,40.0,0.7788637876510619
YEM,-1.71130061149597,22.710890664229833,1.5882667902659866,19.556608372832603,85.34231752271816,47.8714851802823,-2.36237549781799,0.0,0.0,0.65,7.679999018579407,16.0916666666667,66.94233187052421,12.0,0.24508866725952203,2.0649571716222104,13.5473186161012,0.180256319580403,55.9104737060045,6.0,6.0,-1.85752165317535,-1.77307772636414,50.12265073790775,-6.626960607247304,1112.70936080696,26.6,27.5,47.725,23.6083333333333,20.0,-1.76369047164917
ZAF,-0.05947570502758021,5.18028329482246,0.6762437152695221,15.6723023397501,35.2439933601539,57.135923435251904,0.04653452336788169,5.62171975958479,0.92,8.18,8.21674424370977,61.95000000000001,78.615,14.0,45.1059409294445,24.428033817279005,52.342978597644304,15.0640857651501,52.5768880102619,7.0,7.0,0.020494822412729274,-0.24399398267269107,64.6102537818073,-4.385629455433569,19411.7159986098,80.0,86.5333333333333,83.1875,62.7666666666667,64.99999999999999,0.6902939677238459
ZMB,-0.7318818569183351,11.6305661246947,1.8379413380853102,17.7890304031464,57.4077474002767,47.764774709881,-0.8246824145317081,1.3612623275557,0.04,3.52,4.14690628206343,33.3833333333333,78.312,14.0,21.4318173357947,9.72547444699611,59.548411887959595,18.7597674034308,30.3641668066641,7.0,7.0,-0.687793910503387,-0.6482172608375549,53.6857479089843,-6.102738801042721,6542.5475537744705,90.0,67.2666666666667,74.325,42.55,40.0,-0.4291777610778811
ZWE,-1.30878782272339,10.730789819641812,1.7635947295401486,13.071076375440443,73.40216365363035,61.348889032682685,-1.34236812591553,2.38386758382921,0.049999999999999996,2.4,13.7943276020605,42.69166666666669,71.57330596658022,13.0,8.63401566381159,9.58661293560858,23.0623631925483,0.054491090595011095,9.52857932806698,7.0,6.0,-1.43441534042358,-1.3373620510101303,34.9749502869668,-12.4691291467476,6459.36840564437,100.0,66.6666666666667,75.5125,47.6916666666667,50.0,-1.11459863185883
